Row,d_1,d_2,V1,V2,V3,V4
183,-0.2160244006510933,-0.7939346564699551,2,4,1000.0,35
184,2.5115357795983733,0.03435407306093356,4,12,3000.0,88
185,0.31236258304879316,0.19223205663898063,13,8,2000.0,26
186,0.6869127557470783,0.04707080448214083,11,9,2250.0,33
187,-0.049914366755701864,-0.6125592382129221,4,5,1250.0,34
188,-0.4216292311549958,-0.7094790076150157,4,4,1000.0,26
189,2.8707625240401016,0.22606154538030343,8,15,3750.0,77
190,-0.02963741453521075,-0.5967967009425228,4,5,1250.0,35
191,0.7340692664838683,-0.38719462486793643,4,7,1750.0,52
192,0.7340692664838683,-0.38719462486793643,4,7,1750.0,52
193,-0.2160244006510933,-0.7939346564699551,2,4,1000.0,35
194,1.2884038190022284,0.13057258239353214,11,11,2750.0,42
195,-1.0608388905521369,-1.066586881626139,2,2,500.0,14
196,0.23679827263016515,-0.633964737986264,2,5,1250.0,47
197,0.6019105307336514,-0.07125446469329455,9,8,2000.0,38
198,0.42318525874604773,-0.43682678245883183,4,6,1500.0,47
199,0.18680645359438391,0.042381712922746465,11,7,1750.0,29
200,0.9533484429124542,0.009902767438399587,9,9,2250.0,45
201,0.5245700198485033,-0.3580140961068349,4,6,1500.0,52
202,0.8557309798068149,-0.2926194012455401,4,7,1750.0,58
203,-1.167894268252575,-0.6612375248602694,6,2,500.0,11
204,0.8557309798068149,-0.2926194012455401,4,7,1750.0,58
205,0.7882975168495339,0.12588349083413777,11,9,2250.0,38
206,-0.08352364970245445,0.024274629872649927,11,6,1500.0,26
207,-1.0202849861111545,-1.0350618070853401,2,2,500.0,16
208,1.2438283802951375,-0.23521221466688488,2,7,1750.0,76
209,-0.06324669748196333,0.040037167143049314,11,6,1500.0,27
210,-0.955344816254443,-0.07733423108883794,11,3,750.0,14
211,-1.4962199199118955,-0.9687132412804975,4,1,250.0,4
212,-1.4962199199118955,-0.9687132412804975,4,1,250.0,4
213,-1.4962199199118955,-0.9687132412804975,4,1,250.0,4
214,-1.4962199199118955,-0.9687132412804975,4,1,250.0,4
215,-1.4962199199118955,-0.9687132412804975,4,1,250.0,4
216,-1.4962199199118955,-0.9687132412804975,4,1,250.0,4
217,-1.4962199199118955,-0.9687132412804975,4,1,250.0,4
218,-1.4962199199118955,-0.9687132412804975,4,1,250.0,4
219,-1.4962199199118955,-0.9687132412804975,4,1,250.0,4
220,-1.4962199199118955,-0.9687132412804975,4,1,250.0,4
221,-1.4962199199118955,-0.9687132412804975,4,1,250.0,4
222,-1.4962199199118955,-0.9687132412804975,4,1,250.0,4
223,-1.4962199199118955,-0.9687132412804975,4,1,250.0,4
224,-1.4962199199118955,-0.9687132412804975,4,1,250.0,4
225,-1.4962199199118955,-0.9687132412804975,4,1,250.0,4
226,-1.4962199199118955,-0.9687132412804975,4,1,250.0,4
227,-1.4962199199118955,-0.9687132412804975,4,1,250.0,4
228,-0.6716823822313431,-0.7118235533947129,4,3,750.0,24
229,-1.4962199199118955,-0.9687132412804975,4,1,250.0,4
230,-1.4962199199118955,-0.9687132412804975,4,1,250.0,4
231,-1.4962199199118955,-0.9687132412804975,4,1,250.0,4
232,-1.4962199199118955,-0.9687132412804975,4,1,250.0,4
233,-1.4962199199118955,-0.9687132412804975,4,1,250.0,4
234,0.6106313526944014,0.0576673147213718,10,8,2000.0,39
235,0.09130720615368688,0.3345718275443493,14,7,1750.0,26
236,1.5393889597764008,0.15128866740022004,8,10,2500.0,63
237,-0.9350678640339518,-0.06157169381843855,11,3,750.0,15
238,-1.0839511510716193,-0.8402683973376052,4,2,500.0,14
239,-0.05380878288716435,-0.66783435830676,2,4,1000.0,43
240,1.22850495203858,0.10165650980932465,8,9,2250.0,58
241,0.8973439920802684,0.036261814948029936,8,8,2000.0,52
242,4.728404856338746,0.6922888531637803,11,22,5500.0,98
243,-0.651405430010852,-0.6960610161243136,4,3,750.0,25
244,3.29564653097259,0.5387032888316999,11,17,4250.0,79
245,-1.2025626590317988,-0.3217597984274685,9,2,500.0,11
246,0.19340905989019155,-0.42340879096812944,4,5,1250.0,46
247,1.8223343011654514,0.3535926499588208,11,12,3000.0,58
248,2.4363134843781675,0.34230672495293585,7,12,3000.0,86
249,-1.2256749195512813,-0.09544131413893453,11,2,500.0,11
250,-1.2256749195512813,-0.09544131413893453,11,2,500.0,11
251,-1.2256749195512813,-0.09544131413893453,11,2,500.0,11
252,1.0140521814392813,-0.22179422317618275,2,6,1500.0,75
253,0.6396291268756423,0.20235163140643755,11,8,2000.0,41
254,-0.9147909118134607,-0.04580915654803916,11,3,750.0,16
255,2.040554369761566,0.45333390061238554,12,13,3250.0,59
256,-0.4255236472864583,-0.7647541277088535,2,3,750.0,35
257,0.3182480967105517,0.5632348576125804,16,8,2000.0,28
258,0.34902207135831287,0.16848201108594157,11,7,1750.0,37
259,-0.5905745733493787,-0.6487734043131154,4,3,750.0,28
260,1.81077817090571,0.4667518921030877,12,12,3000.0,58
261,-0.11747494784762906,-0.47304094855902484,4,4,1000.0,41
262,2.545487077743548,0.5316696514926084,11,14,3500.0,73
263,-0.8783463205677168,-0.9247240461925446,2,2,500.0,23
264,-0.36469279062498494,-0.7174665158976553,2,3,750.0,38
265,0.436732486536085,-0.23425834372333676,4,5,1250.0,58
266,-0.07692104340664684,-0.44151587401822606,4,4,1000.0,43
267,-0.889902450827458,-0.8115648040482777,3,2,500.0,23
268,0.741013887978098,0.28116431775843453,11,8,2000.0,46
269,1.3423778330986018,0.08568149324404531,4,7,1750.0,82
270,-0.6270191645951225,0.2301414853313901,13,4,1000.0,21
271,1.1900692632625403,0.6648437185740683,16,11,2750.0,40
272,0.10874885007518663,0.592415386373682,16,7,1750.0,28
273,-1.0780656374098607,-0.46926559636400544,7,2,500.0,16
274,0.436732486536085,-0.23425834372333676,4,5,1250.0,58
275,0.436732486536085,-0.23425834372333676,4,5,1250.0,58
276,-0.016090186745173454,-0.3942282622070279,4,4,1000.0,46
277,1.9768882048011014,0.6481273103601206,14,13,3250.0,57
278,-0.4689128600264319,-0.554198180690719,4,3,750.0,34
279,3.4502004346082398,0.833237949233,14,18,4500.0,78
280,0.7815677924190803,0.3126893922992333,11,8,2000.0,48
281,2.868986323573581,0.765498708592008,14,16,4000.0,70
282,-0.6182983426343727,0.35906326474605654,14,4,1000.0,22
283,-0.32769128711704315,0.39293288506655255,14,5,1250.0,26
284,-1.0896217676696018,-0.35610635421973846,8,2,500.0,16
285,-0.15108423079438163,0.16379291952654723,11,5,1250.0,33
286,-1.1648440628898078,-0.048153702327736324,11,2,500.0,14
287,-0.9014585810871992,-0.6984055619040107,4,2,500.0,23
288,-1.1011778979293432,-0.24294711207547148,9,2,500.0,16
289,-0.2871373826760609,0.42445795960735133,14,5,1250.0,28
290,-0.888628445931211,0.3409561816959599,14,3,750.0,19
291,-0.5980213904138815,0.37482580201645593,14,4,1000.0,23
292,1.6023380321028162,0.7932885625169606,16,12,3000.0,50
293,-0.4619682385322022,0.11416076193565189,11,4,1000.0,28
294,-0.11053032635339939,0.195317994067346,11,5,1250.0,35
295,-0.11053032635339939,0.195317994067346,11,5,1250.0,35
296,0.49366892706609583,-0.2422458520059764,2,4,1000.0,70
297,-0.2871373826760609,0.42445795960735133,14,5,1250.0,28
298,-1.1995124536690316,0.2913240241050647,14,2,500.0,14
299,-1.1995124536690316,0.2913240241050647,14,2,500.0,14
300,-1.1995124536690316,0.2913240241050647,14,2,500.0,14
301,-1.1995124536690316,0.2913240241050647,14,2,500.0,14
302,-1.1995124536690316,0.2913240241050647,14,2,500.0,14
303,-1.1995124536690316,0.2913240241050647,14,2,500.0,14
304,-0.08081545953810933,-0.49679099411206384,2,3,750.0,52
305,0.04402357728225081,0.48985265446864595,14,6,1500.0,34
306,-0.06997642191241715,0.2268430686081448,11,5,1250.0,37
307,0.7611637220639428,0.017942252603053446,4,5,1250.0,74
308,-0.7728522462700229,0.06452860434475656,11,3,750.0,23
309,-0.6211336509333639,0.6011442863049898,16,4,1000.0,23
310,-0.9117407064506935,0.5672746659844938,16,3,750.0,19
311,-0.04969946969192603,0.24260560587854418,11,5,1250.0,38
312,-1.1242901584488256,-0.01662862778693755,11,2,500.0,16
313,1.2228343354405973,0.5858185529271913,12,9,2250.0,60
314,-1.452615810108146,-0.3241043442071656,9,1,250.0,9
315,-1.452615810108146,-0.3241043442071656,9,1,250.0,9
316,-0.7797968677642525,-0.6038303382816144,4,2,500.0,29
317,-1.1040132062283345,-0.0008660905165381608,11,2,500.0,17
318,-0.5371905337524082,0.4221134138276541,14,4,1000.0,26
319,1.4777138923462318,0.6618097580277169,11,9,2250.0,72
320,0.01113138696954731,0.28989321768974236,11,5,1250.0,41
321,3.1007536199597334,1.0678083979810677,15,16,4000.0,82
322,0.23701316969394096,0.22120010610520233,9,5,1250.0,51
323,-0.3403065252092555,0.20873598555804823,11,4,1000.0,34
324,0.7874533060808387,0.683692193272833,14,8,2000.0,50
325,0.3115183722800978,0.7500407590776759,16,7,1750.0,38
326,-1.1589585492280494,0.3228490986458635,14,2,500.0,16
327,-0.5133611805988767,-0.6409983753253555,2,2,500.0,41
328,3.4367409857473326,1.206849752163191,14,16,4000.0,98
329,-0.4966366293114259,0.4536384883684529,14,4,1000.0,28
330,0.33179532450058896,0.7658032963480752,16,7,1750.0,39
331,0.5171232027840004,0.6655851102227365,14,7,1750.0,47
332,0.04118826898325945,0.7319336760275792,16,6,1500.0,35
333,0.04118826898325945,0.7319336760275792,16,6,1500.0,35
334,0.8559458768705908,0.5625454428459262,11,7,1750.0,62
335,-1.1820708097475319,0.5491675829343974,16,2,500.0,16
336,-0.8711868020097113,0.5987997405252926,16,3,750.0,21
337,-0.6714674851675674,0.1433412906967535,11,3,750.0,28
338,0.896499781311573,0.594070517386725,11,7,1750.0,64
339,-1.4351741661866464,-0.06626078537783292,11,1,250.0,11
340,-0.5266935113251382,0.011598030030615908,9,3,750.0,34
341,-0.45608272487044366,0.48516356290925167,14,4,1000.0,30
342,7.941719239387692,1.5833112987173583,23,38,9500.0,98
343,0.5653388213532613,0.5286758225254303,11,6,1500.0,58
344,-1.4351741661866464,-0.06626078537783292,11,1,250.0,11
345,-1.4351741661866464,-0.06626078537783292,11,1,250.0,11
346,-1.4351741661866464,-0.06626078537783292,11,1,250.0,11
347,-1.4351741661866464,-0.06626078537783292,11,1,250.0,11
348,-1.4351741661866464,-0.06626078537783292,11,1,250.0,11
349,-1.4351741661866464,-0.06626078537783292,11,1,250.0,11
350,-1.4351741661866464,-0.06626078537783292,11,1,250.0,11
351,-1.4351741661866464,-0.06626078537783292,11,1,250.0,11
352,-1.02290539734637,0.062184058565059395,11,2,500.0,21
353,0.19362395695396736,0.43175605312333687,11,5,1250.0,50
354,-1.02290539734637,0.062184058565059395,11,2,500.0,21
355,-0.5197488898309084,0.6799569726569868,16,4,1000.0,28
356,-0.5364734411183592,-0.4146798910368216,4,2,500.0,41
357,0.14257303008571504,0.8107463623795762,16,6,1500.0,40
358,-0.7466897803877732,0.45129394258875566,14,3,750.0,26
359,-0.898408375724432,-0.0853217393714776,9,2,500.0,26
360,2.666431698432446,1.4630381799794805,21,16,4000.0,64
361,0.3887317650305998,0.7578157880654356,14,6,1500.0,51
362,-0.9620745406848967,0.10947167037625756,11,2,500.0,24
363,0.28133437213173945,0.02901569831405843,4,3,750.0,71
364,1.8959952929829127,1.4402420053699896,21,13,3250.0,57
365,0.8289392002196458,0.7335888070406225,11,6,1500.0,71
366,-1.0575737881255938,0.40166178499786037,14,2,500.0,21
367,2.2918815257341607,1.6081994321363202,23,15,3750.0,57
368,-0.2938671071065147,0.6112638610724468,14,4,1000.0,38
369,-0.9215206362439144,0.14099674491705633,11,2,500.0,26
370,-0.06692621654964998,0.839926891140678,16,5,1250.0,40
371,-0.33370391891344786,-0.2570545183328277,4,2,500.0,51
372,-0.6453050192853177,0.5301066289407526,14,3,750.0,31
373,-0.3134269666929568,-0.24129198106242833,4,2,500.0,52
374,0.3113912541454517,0.47105615665189543,9,4,1000.0,65
375,-0.2533132026655325,0.6427889356132456,14,4,1000.0,40
376,-0.42814405852167386,0.3324917379415462,11,3,750.0,40
377,0.15895556617474366,0.7712337795561379,14,5,1250.0,50
378,-1.4090117003043967,0.32050455286616625,14,1,250.0,14
379,-1.4090117003043967,0.32050455286616625,14,1,250.0,14
380,-1.4090117003043967,0.32050455286616625,14,1,250.0,14
381,-1.4090117003043967,0.32050455286616625,14,1,250.0,14
382,-1.4090117003043967,0.32050455286616625,14,1,250.0,14
383,-1.4090117003043967,0.32050455286616625,14,1,250.0,14
384,-1.4090117003043967,0.32050455286616625,14,1,250.0,14
385,-1.4090117003043967,0.32050455286616625,14,1,250.0,14
386,1.0240470082962783,1.0596485419827213,14,7,1750.0,72
387,-1.4090117003043967,0.32050455286616625,14,1,250.0,14
388,-1.4090117003043967,0.32050455286616625,14,1,250.0,14
389,-0.161708371356298,0.2953237008978049,9,3,750.0,52
390,1.0443239605167693,1.0754110792531206,14,7,1750.0,73
391,0.1463403280825313,0.5870368800476335,11,4,1000.0,58
392,0.16661728030302247,0.602799417318033,11,4,1000.0,59
393,-0.1714883011495189,-0.13095422016963257,4,2,500.0,59
394,0.2071711847440047,0.6343244918588318,11,4,1000.0,61
395,-0.27642546318501493,0.8691074199017795,16,4,1000.0,40
396,1.9741406754312398,1.46638857358474,16,10,2500.0,89
397,-1.1384666999437825,1.193776480007729,21,2,500.0,21
398,-0.8275826922059619,1.2434086375986244,21,3,750.0,26
399,1.2915418032941253,1.3198366465917513,16,8,2000.0,76
400,-0.8275826922059619,1.2434086375986244,21,3,750.0,26
401,-1.0632444047235765,0.8858238281157269,18,2,500.0,23
402,-0.2897577939112764,1.521703825257751,23,5,1250.0,33
403,0.6023403248612031,1.6390752234896382,23,8,2000.0,46
404,-0.6075864231433268,0.8037127250404847,16,3,750.0,34
405,0.44283289726161934,0.9919093013417293,14,5,1250.0,64
406,-0.4425354970804064,0.6877320016447465,14,3,750.0,41
407,-1.391570056382897,0.5783481116954989,16,1,250.0,16
408,-1.391570056382897,0.5783481116954989,16,1,250.0,16
409,-1.391570056382897,0.5783481116954989,16,1,250.0,16
410,-1.391570056382897,0.5783481116954989,16,1,250.0,16
411,-1.391570056382897,0.5783481116954989,16,1,250.0,16
412,-1.391570056382897,0.5783481116954989,16,1,250.0,16
413,-1.391570056382897,0.5783481116954989,16,1,250.0,16
414,-0.17504070208255934,0.9479201062537764,16,4,1000.0,45
415,-1.391570056382897,0.5783481116954989,16,1,250.0,16
416,-1.391570056382897,0.5783481116954989,16,1,250.0,16
417,-1.391570056382897,0.5783481116954989,16,1,250.0,16
418,-1.391570056382897,0.5783481116954989,16,1,250.0,16
419,-1.391570056382897,0.5783481116954989,16,1,250.0,16
420,-0.9793012875426207,0.7067929556383913,16,2,500.0,26
421,-1.0979127955028,1.225301554548528,21,2,500.0,23
422,-0.9590243353221296,0.7225554929087906,16,2,500.0,27
423,-1.0979127955028,1.225301554548528,21,2,500.0,23
424,-1.0979127955028,1.225301554548528,21,2,500.0,23
425,0.0913949850828165,0.9107520692100352,14,4,1000.0,57
426,0.3386128278601724,1.155177636548666,16,5,1250.0,60
427,-1.1210250560222825,1.451620038837062,23,2,500.0,23
428,0.6456024194665304,1.1495346740457233,14,5,1250.0,74
429,-0.8101410482844622,1.5012521964279573,23,3,750.0,28
430,-0.48592470982038,0.8982879486628811,16,3,750.0,40
431,-0.3712076179916629,0.3245042296589065,9,2,500.0,52
432,-0.3712076179916629,0.3245042296589065,9,2,500.0,52
433,1.3050890310841627,1.5224050853272462,16,7,1750.0,87
434,0.2333336506262543,1.021089830102831,14,4,1000.0,64
435,-0.7736964570387181,0.6223373067834518,14,2,500.0,35
436,1.4267507444071093,1.6169803089496424,16,7,1750.0,93
437,-1.057358891061818,1.2568266290893266,21,2,500.0,25
438,-0.21948902265500414,0.8611199116191398,14,3,750.0,52
439,2.812352559036476,2.2048313026318,23,14,3500.0,93
440,1.653691634963974,1.8456433390178735,18,8,2000.0,95
441,-0.36426299649743327,0.9928631722852774,16,3,750.0,46
442,0.30182622141600646,0.8999430796759242,11,3,750.0,76
443,-0.39431987851114536,0.5508227139474404,11,2,500.0,52
