instances,row_original,feature_kDN,feature_DS,feature_TD_U,feature_CL,feature_CLD,feature_N1,feature_N2,feature_LSC,feature_LSR,feature_Harmfulness,feature_Usefulness,feature_F2,feature_F4,algo_knn,algo_tree,algo_nb,algo_logreg,algo_svm_rbf,algo_rf
40,39,0.4,0.6296296296296297,0.9818181818181818,0.5060775204576797,0.5060775204576797,0.0,0.3827587238987481,0.995049504950495,0.9999990713402628,0.0,0.9966996699669968,0.6666671875058219,0.6666690541446713,0.6,0.0,2.2107534919440902e-05,0.4900468310757382,0.4865589069491975,0.54
41,40,0.5,0.2962962962962963,0.4727272727272727,0.4939245886552394,0.4939245886552394,0.0,0.4741563411524,0.995049504950495,0.9999352096907168,0.0,0.9983498349834984,0.6669919469108573,0.6671987967057467,0.6,1.0,0.9966855115094704,0.5082377457964702,0.5,0.61
42,41,0.5,0.6666666666666667,0.8363636363636363,0.4939225722014926,0.4939225722014926,0.2,0.4889067066807563,0.9966996699669968,0.9999970792279828,0.0016501650165016,0.9933993399339934,0.6666853030413071,0.6666904858823858,0.2,1.0,0.999419464550938,0.5070710883489036,0.4947181569314388,0.45
43,42,0.6,0.7407407407407407,0.7636363636363637,0.5060773067671106,0.5060773067671106,1.0,0.5727730992813438,0.9983498349834984,0.9999927327189692,0.0,1.0,0.6667068920888619,0.6667371547615007,0.2,0.0,0.0012642211197302,0.4880315311224031,0.4785126381377463,0.34
44,43,0.7,0.5925925925925926,0.2363636363636363,0.5057106900212253,0.5057106900212253,0.5,0.6131590381975152,0.9983498349834984,0.9975375853832852,0.0049504950495049,0.9983498349834984,0.6902188254724986,0.6996643496367947,0.6,0.0,0.999626169879848,0.525490461495099,0.5,0.32
45,44,0.4,0.4074074074074074,0.2545454545454545,0.4939302719023652,0.4939302719023652,1.0,0.5240447886868527,0.9983498349834984,0.9997847342796028,0.0,1.0,0.6678720563758517,0.6686094976602636,0.6,1.0,0.9986093947440732,0.5151669585571124,0.5171939663564726,0.59
46,45,0.2,0.4074074074074074,0.1454545454545454,0.4889508854097416,0.4889508854097416,0.25,0.3868228091420204,0.9917491749174916,0.9858588724405486,0.0016501650165016,0.9917491749174916,0.7625354995485762,0.792566094519775,0.6,1.0,0.9443294587102736,0.5989779129409154,0.5,0.72
47,46,0.5,0.0,0.5454545454545454,0.4939236983018058,0.4939236983018058,0.5,0.4988483407318305,0.9966996699669968,0.999966588909208,0.0049504950495049,0.9966996699669968,0.6668696145054647,0.6669736967300639,0.2,1.0,0.9967042921887228,0.5063986632906106,0.5,0.55
48,47,0.5,0.6666666666666667,0.9818181818181818,0.4939224758574521,0.4939224758574521,1.0,0.5089462712660396,0.9983498349834984,0.9999993109698848,0.0016501650165016,1.0,0.6666648029936056,0.666667619416129,0.6,1.0,0.9987393518633912,0.5119916793496044,0.5216185263667482,0.52
49,48,0.4,0.5555555555555556,0.9818181818181818,0.4939225045323131,0.4939225045323131,1.0,0.5073683973337364,0.9983498349834984,0.9999982585787254,0.0,1.0,0.6666704036323307,0.6666749499524192,0.6,1.0,0.9987388817359668,0.5120211264024139,0.521601271527826,0.61
50,49,0.5,0.7407407407407407,0.109090909090909,0.4939746310046662,0.4939746310046662,1.0,0.5009265202610285,0.9983498349834984,0.99847371136918,0.0,1.0,0.6715759732742315,0.6769261619074215,0.4,0.0,0.9978104839343124,0.5491261856685403,0.5,0.48
51,50,0.6,0.7407407407407407,0.2363636363636363,0.4952017817148437,0.4952017817148437,0.25,0.6134087742011798,0.9983498349834984,0.9963770788584908,0.0132013201320132,0.995049504950495,0.7022378157627684,0.7160168056616609,0.2,0.0,0.9994783816472654,0.5977686482685337,0.511190389852957,0.24
52,51,0.5,0.7037037037037037,0.9454545454545454,0.5060775020211434,0.5060775020211434,1.0,0.5364011997940428,0.9983498349834984,0.9999992832195386,0.0049504950495049,1.0,0.6666710636960947,0.6666729686014121,0.4,0.0,2.210884480556003e-05,0.4900390184156002,0.4865592813025674,0.58
53,52,0.5,0.5555555555555556,0.9636363636363636,0.5060774522998666,0.5060774522998666,1.0,0.5231629804499605,0.9983498349834984,0.9999969059064222,0.0,1.0,0.6666797234627361,0.6666877538079993,0.2,0.0,0.9983774212132484,0.4967578561460992,0.5133599788579526,0.39
54,53,0.5,0.1111111111111111,0.1818181818181818,0.5060261523142782,0.5060261523142782,0.0,0.4333268170305786,0.995049504950495,0.998019709355374,0.0,1.0,0.6734970267767721,0.6795396556036989,0.6,1.0,0.0021760425663359,0.5603430903616595,0.5,0.7
55,54,0.3,0.3703703703703703,0.109090909090909,0.5047700783838099,0.5047700783838099,0.0,0.4423861581182463,0.99009900990099,0.9844459768369288,0.0,0.9983498349834984,0.7223347531334032,0.757431612683058,0.8,1.0,0.9005407428450838,0.6400651754452893,0.4878369119393197,0.64
56,55,0.5,0.6296296296296297,0.0909090909090909,0.4986814591443566,0.4986814591443566,0.5,0.5533406329157549,0.9983498349834984,0.993171139127176,0.0033003300330033,0.9966996699669968,0.7245385219553886,0.7444812193820778,0.6,1.0,0.9978753923885076,0.5735790261135447,0.5,0.83
57,56,0.3,0.5555555555555556,0.4909090909090909,0.5060764403660221,0.5060764403660221,0.0,0.430494127140812,0.9966996699669968,0.9999728603201452,0.0,0.995049504950495,0.6668805474864528,0.6669544545553124,0.8,1.0,2.218419411076085e-05,0.4907047047278263,0.486592309653632,0.73
58,57,0.4,0.5185185185185186,0.3272727272727272,0.5060724986071032,0.5060724986071032,0.6666666666666666,0.5266194476395272,0.9983498349834984,0.999865754956776,0.0016501650165016,0.9983498349834984,0.6676480668359935,0.6679334675160495,0.4,1.0,0.0033765411095011,0.4960302133305221,0.5,0.46
59,58,0.4,0.5925925925925926,0.3818181818181818,0.4939266243007489,0.4939266243007489,1.0,0.5142196355499169,0.9983498349834984,0.9998250824385192,0.0,1.0,0.6671669748492182,0.6677191018605675,0.4,0.0,0.9966419725566136,0.50565865656572,0.5,0.45
60,59,0.3,0.1111111111111111,0.0727272727272727,0.5060108662246224,0.5060108662246224,0.0,0.4600634365783771,0.9917491749174916,0.998047043523861,0.0,0.9983498349834984,0.6755367347335519,0.6806691233981251,1.0,1.0,0.0024683698206339,0.5176711646237611,0.5055071248728191,0.82
61,60,0.7,0.7777777777777778,0.0909090909090909,0.5114554668486929,0.5114554668486929,1.0,0.5283987309785003,0.9983498349834984,0.9747178685901596,0.0,1.0,0.7366497680457049,0.8415801878730428,0.0,1.0,0.9807024109847252,0.2539588709094771,0.5248939960000097,0.48
62,61,0.7,0.6296296296296297,0.6181818181818182,0.5060770581485046,0.5060770581485046,0.5,0.5108697791951826,0.9983498349834984,0.999989978844036,0.0016501650165016,0.9983498349834984,0.6667578478481879,0.6667936593845056,0.4,1.0,0.9983915295846036,0.4968056301623921,0.513275397738066,0.48
63,62,0.3,0.5555555555555556,0.9636363636363636,0.4939224847910471,0.4939224847910471,0.0,0.4815973453926031,0.9966996699669968,0.999999156435108,0.0,1.0,0.6666669105508218,0.6666697940054683,0.6,0.0,0.9994197196833536,0.507044769557524,0.4947167108034185,0.49
64,63,0.7,0.7407407407407407,0.1636363636363636,0.5060616137076104,0.5060616137076104,0.0,0.4025927594637684,0.9966996699669968,0.999531203573906,0.0,0.9983498349834984,0.6693758181633557,0.6706539007117043,0.2,1.0,0.0006299043974943,0.5032659407207524,0.5050523641857043,0.46
65,64,0.2,0.2962962962962963,0.4727272727272727,0.4939249362355866,0.4939249362355866,0.0,0.472863905146511,0.9933993399339934,0.999892543869382,0.0,1.0,0.6669319135006121,0.6673163826399345,0.8,1.0,0.9999777104982376,0.5117380226664706,0.5133879657288837,0.86
66,65,0.6,0.925925925925926,0.2363636363636363,0.5037883337800086,0.5037883337800086,1.0,0.5223499757289243,0.9983498349834984,0.992666155987642,0.0,0.9983498349834984,0.7092408699309546,0.7317174422238776,0.4,0.0,0.9994008290608464,0.5071550725937012,0.5,0.47
67,66,0.4,0.4074074074074074,0.2545454545454545,0.4939292807073511,0.4939292807073511,0.0,0.4916715417372052,0.995049504950495,0.9997091062078232,0.0,0.9983498349834984,0.6674602532892651,0.6683208325476513,0.4,1.0,0.0014155257677111,0.507354822916211,0.487944301754639,0.63
68,67,0.4,0.4814814814814815,0.1818181818181818,0.4885351060445032,0.4885351060445032,0.0,0.4987756428352894,0.9966996699669968,0.924624889860928,0.0,1.0,0.877654142968492,0.9993508856055492,0.6,1.0,1.0,0.9607197049100542,0.5106786300481212,0.48
69,68,0.5,0.6666666666666667,0.8363636363636363,0.493922560254445,0.493922560254445,0.0,0.4814115449956787,0.9966996699669968,0.9999973943298782,0.0,1.0,0.6666822414953213,0.6666889699896374,0.6,1.0,0.996728337613302,0.5063222045436113,0.5,0.56
70,69,0.5,0.7407407407407407,0.7636363636363637,0.5060773273926343,0.5060773273926343,0.0,0.4912271049315236,0.9966996699669968,0.9999917875285744,0.0,0.9983498349834984,0.6667019401143717,0.6667330716777056,0.6,1.0,0.9983819172783478,0.496974654981605,0.5133323214807932,0.56
71,70,0.2,0.5185185185185186,0.4545454545454545,0.5060756058927761,0.5060756058927761,0.0,0.4226750053419164,0.99009900990099,0.9999189538392608,0.0,0.9983498349834984,0.6670227927101121,0.6672234502663991,0.8,1.0,0.0005858621228244,0.4948727247979973,0.5052501462688446,0.87
72,71,0.4,0.5925925925925926,0.2363636363636363,0.5055942497163672,0.5055942497163672,0.0,0.3711502898069966,0.995049504950495,0.9951771612655036,0.0,0.995049504950495,0.6930540824238037,0.7041775408880839,0.8,1.0,0.0001320055414618,0.5737486066856323,0.4883725875056849,0.68
73,72,0.7,0.6666666666666667,0.1272727272727272,0.5113838839523885,0.5113838839523885,0.0,0.4981576026887381,0.9966996699669968,0.9732934961926296,0.0,1.0,0.730485677588341,0.8245621788413896,0.6,0.0,0.0006529638747162,0.8800162917047986,0.4428396173867505,0.47
74,73,0.5,0.5925925925925926,0.5818181818181818,0.4939230981984139,0.4939230981984139,1.0,0.5000903187916568,0.9983498349834984,0.999979963975824,0.0,1.0,0.6667572716912503,0.6668188555042146,0.8,0.0,0.9967167984399332,0.5065075608563777,0.5,0.58
75,74,0.3,0.1111111111111111,0.1818181818181818,0.5060042254578397,0.5060042254578397,0.0,0.4187307283357453,0.9917491749174916,0.9976723890944076,0.0,0.9983498349834984,0.6752152847989321,0.6829029047200933,0.8,1.0,0.0048562573142547,0.5587685645423259,0.5,0.7
76,75,0.3,0.3333333333333333,0.109090909090909,0.506040261200732,0.506040261200732,0.0,0.382702133799401,0.9917491749174916,0.9988403569770066,0.0,0.9983498349834984,0.6719730740897978,0.6754406319322495,0.8,1.0,0.0040706788271906,0.5066391120949791,0.5,0.75
77,76,0.6,0.7777777777777778,0.2,0.5015290604481144,0.5015290604481144,0.7142857142857143,0.4313961131379273,0.9966996699669968,0.992143441005678,0.0082508250825082,0.9933993399339934,0.7198262924430809,0.7388748237602015,0.4,0.0,0.1165210894320817,0.6419973912812627,0.5,0.42
78,77,0.6,0.4814814814814815,0.5272727272727272,0.4939235528964674,0.4939235528964674,0.5,0.4825546898301416,0.9966996699669968,0.9999697921232092,0.0,0.9966996699669968,0.666841671955468,0.6669396293662371,0.6,1.0,0.9967073202360912,0.5067302041434323,0.5,0.47
79,78,0.4,0.2962962962962963,0.1818181818181818,0.4885351060445032,0.4885351060445032,0.0,0.489144363187501,0.995049504950495,0.9215500555898186,0.0,1.0,0.7667101930855824,0.9868382202474688,0.6,0.0,1.0,0.4902950598614564,0.5516542249017692,0.51
80,79,0.5,0.4444444444444444,0.2545454545454545,0.50606730834394,0.50606730834394,0.3333333333333333,0.5255734302801967,0.9983498349834984,0.9997435527762188,0.0,0.9966996699669968,0.6685128627618373,0.6692299890062738,0.4,1.0,0.0014322535745452,0.496317525277108,0.4841197099768749,0.5
81,80,0.5,0.962962962962963,0.0909090909090909,0.4893820426751719,0.4893820426751719,0.6666666666666666,0.547314757638443,0.9983498349834984,0.9871136401119356,0.0099009900990099,0.9933993399339934,0.7535272766592654,0.7818393402205285,0.4,0.0,0.9406522609232744,0.5390148906495015,0.5,0.25
82,81,0.5,0.7407407407407407,0.7636363636363637,0.5060773125147575,0.5060773125147575,1.0,0.529903053150485,0.9983498349834984,0.9999919135924056,0.0,1.0,0.6667055102926944,0.6667322798167752,0.4,1.0,2.2122469920690396e-05,0.4901342367833656,0.48656532638292,0.49
83,82,0.3,0.5925925925925926,0.6727272727272727,0.493922824025935,0.493922824025935,0.0,0.4260564055246243,0.9933993399339934,0.9999848626310356,0.0,0.9983498349834984,0.6667216415792532,0.6667539799691842,0.8,1.0,0.999977867018657,0.5102139580936544,0.5134326581002434,0.81
84,83,0.4,0.5555555555555556,0.9818181818181818,0.4939225181090969,0.4939225181090969,0.0,0.466226900091199,0.9933993399339934,0.9999974388208164,0.0,1.0,0.6666717683207687,0.6666785365160075,0.6,1.0,0.9999778897862732,0.51001743333444,0.5134404088114444,0.76
85,84,0.6,0.5925925925925926,0.5818181818181818,0.4939230260486572,0.4939230260486572,0.0,0.4555343957003739,0.995049504950495,0.9999718662360972,0.0,1.0,0.6667315998666372,0.6668146283087873,0.4,1.0,0.9999778537173072,0.5107452211209028,0.5134305178708457,0.55
86,85,0.6,0.6296296296296297,0.7818181818181819,0.5060773958117178,0.5060773958117178,0.4,0.5801938896902998,0.9983498349834984,0.999997338320744,0.0066006600660066,0.995049504950495,0.6666927383717414,0.6667006282748179,0.4,1.0,0.0005806233769218,0.4930295035796666,0.505281187577978,0.53
87,86,0.3,0.8148148148148149,0.7272727272727273,0.493922701558194,0.493922701558194,0.0,0.4556877741240387,0.9966996699669968,0.999993346460318,0.0,0.9966996699669968,0.6667040555087158,0.6667240833227203,0.8,1.0,0.9967253465012514,0.5063267887942117,0.5,0.61
88,87,0.2,0.5185185185185186,0.4545454545454545,0.506075691526476,0.506075691526476,0.0,0.4532899941426539,0.99009900990099,0.9999415740111132,0.0,0.9933993399339934,0.6670246458378943,0.6671384016901976,0.8,1.0,0.0012910103395468,0.488821409586575,0.479478743061036,0.7
89,88,0.4,0.6296296296296297,0.9818181818181818,0.5060775211197233,0.5060775211197233,1.0,0.519599195181307,0.9983498349834984,0.9999991364725292,0.0,1.0,0.6666669195871554,0.6666697928075292,0.2,0.0,2.210748857550689e-05,0.4900272235186735,0.4865587597712899,0.35
90,89,0.5,0.5555555555555556,0.8363636363636363,0.4939226112093007,0.4939226112093007,1.0,0.6079929135189033,0.9983498349834984,0.9999970830332698,0.0049504950495049,1.0,0.6666922025406982,0.6667003779482891,0.4,0.0,0.0016202877127449,0.503357247413168,0.4866532911973357,0.27
91,90,0.5,0.5555555555555556,0.1272727272727272,0.5114648939554968,0.5114648939554968,0.0,0.3999989244823073,0.9917491749174916,0.9161905445634884,0.0,0.995049504950495,0.7869038681876923,0.9914511593929504,0.4,0.0,1.4259430013775297e-43,0.9355928075234856,0.5,0.41
92,91,0.4,0.5925925925925926,0.8363636363636363,0.5060774292800696,0.5060774292800696,0.6666666666666666,0.5408852645892943,0.9983498349834984,0.9999971157433956,0.0049504950495049,0.9983498349834984,0.6666853626429472,0.666694332792477,0.6,1.0,2.211400210561546e-05,0.4900430004123022,0.4865615108764364,0.7
93,92,0.3,0.2962962962962963,0.4727272727272727,0.4939248246955938,0.4939248246955938,1.0,0.5438954272610821,0.9983498349834984,0.9999201162536934,0.0016501650165016,1.0,0.6669933139841699,0.6672984015220236,0.6,0.0,0.9966804938092092,0.5081819178060933,0.5,0.61
94,93,0.5,0.1111111111111111,0.1818181818181818,0.5060198051048285,0.5060198051048285,0.0,0.4532217183474041,0.9933993399339934,0.998443036122754,0.0,0.995049504950495,0.6750151517235743,0.6774271534250187,0.8,1.0,0.0022959821091287,0.495942825572933,0.5,0.7
95,94,0.8,0.925925925925926,0.7818181818181819,0.5060773350311225,0.5060773350311225,0.0,0.4386368195712327,0.9966996699669968,0.9999936739144296,0.0,1.0,0.6667028996234428,0.6667245710752948,0.4,1.0,0.0005807971951872,0.4930181917328327,0.5052801859825147,0.44
96,95,0.4,0.5925925925925926,0.3818181818181818,0.493926899093136,0.493926899093136,0.0,0.4972954903884324,0.9966996699669968,0.9999002955002242,0.0016501650165016,0.9966996699669968,0.6674106842629906,0.6677224376753056,0.8,0.0,0.9966355433876884,0.508505488814516,0.5,0.57
