instances,row_original,class,ih,n_wrong,feature_kDN,feature_DS,feature_DCP,feature_TD_P,feature_TD_U,feature_CL,feature_CLD,feature_MV,feature_CB,feature_N1,feature_N2,feature_LSC,feature_LSR,feature_Harmfulness,feature_Usefulness,feature_F2,feature_F3,feature_F4,algo_knn,algo_tree,algo_nb,algo_logreg,algo_svm_rbf,algo_rf
47,46,tested_negative,0.3374015715971797,1,0.3,0.9846153846153848,0.3157894736842105,0.6666666666666666,0.6153846153846154,0.2353929037430069,0.2353929037430069,0.0,0.5659722222222222,0.0,0.4808295735391649,0.996,0.8690361327422941,0.0,0.998,0.6666666666666666,0.7924756161890907,0.9913043478260868,0.6,1.0,0.81374597927996,0.5847563297680609,0.4670882613689008,0.51
48,47,tested_negative,0.0317698997284656,0,0.0,0.0,0.084870848708487,0.6666666666666666,0.4615384615384615,0.1141710976357197,0.1141710976357197,0.0,0.5659722222222222,0.0,0.3547299702668813,0.92,0.8132301587625648,0.0,0.942,0.6666666666666666,0.8230377904651996,0.9887834339948232,1.0,1.0,0.985147895176354,0.957449386396002,0.9167833200568498,0.95
49,48,tested_positive,0.600106114975532,4,0.8,0.9538461538461538,0.6011560693641618,1.0,0.6923076923076923,0.7670070764562046,0.7670070764562046,0.4639999999999999,0.7673611111111112,1.0,0.5504743437994124,0.996268656716418,0.8761252686038838,0.008,1.0,0.6666666666666666,0.8551126568924072,0.977667493796526,0.0,1.0,0.2129505049465744,0.4084776112737098,0.2379351939265234,0.54
50,49,tested_negative,0.1263111279586488,0,0.2,0.0,0.084870848708487,0.6666666666666666,0.4615384615384615,0.1106977124387069,0.1106977124387069,0.0,0.5659722222222222,0.0,0.3510619931758258,0.996,0.9139187062551342,0.0,0.99,0.6666666666666666,0.7506746224568291,0.968058968058968,0.8,1.0,0.94604007364507,0.9393842243201072,0.7367089342829297,0.82
51,50,tested_negative,0.0203203856162531,0,0.0,0.0,0.084870848708487,0.6666666666666666,0.4615384615384615,0.1111898899819068,0.1111898899819068,0.0,0.5659722222222222,0.0,0.3865695310195586,0.94,0.8345956019223402,0.0,0.952,0.6758620689655173,0.7857329652236212,0.977667493796526,1.0,1.0,0.9926493985066414,0.9657026599440564,0.9297256278517836,0.99
52,51,tested_negative,0.033429915587989,0,0.0,0.0,0.084870848708487,0.6666666666666666,0.4615384615384615,0.1158160778696311,0.1158160778696311,0.0,0.5659722222222222,0.0,0.3552215448802334,0.968,0.8589811580211171,0.0,0.938,0.6888888888888889,0.8163774575723879,0.9874686716791982,1.0,1.0,0.982946606495819,0.913872339301879,0.9226015606743684,0.98
53,52,tested_negative,0.074842793123358,0,0.1,0.7076923076923076,0.048780487804878,1.0,0.3076923076923077,0.1175072237080444,0.1175072237080444,0.0,0.5659722222222222,0.0,0.4224446193117074,0.982,0.8595147251655046,0.0,0.976,0.6806953339432753,0.8418547488660819,0.9493975903614458,0.8,1.0,0.9829380189853488,0.9350063892293042,0.8729988330451979,0.96
54,53,tested_positive,0.1164161630010888,0,0.1,0.946153846153846,0.2753623188405797,0.6666666666666666,0.5384615384615384,0.2479621260662597,0.2479621260662597,0.4639999999999999,0.7673611111111112,0.0,0.3862512728338347,0.9738805970149254,0.7757055703172725,0.0,0.9776119402985076,0.7176684881602914,0.8382664713887846,0.9375,0.8,1.0,0.9951378089074068,0.8319539775875539,0.8144112354985057,0.86
55,54,tested_negative,0.8227171843855645,6,0.8,0.9923076923076924,0.7246376811594203,0.6666666666666666,0.5384615384615384,0.7453908796886309,0.7453908796886309,0.0,0.5659722222222222,1.0,0.5780757934790572,0.998,0.8700352480935315,0.0186567164179104,1.0,0.7927565392354124,0.8919228624269185,0.9629629629629632,0.4,0.0,0.014177378310466,0.2654790027873963,0.1940405125887504,0.19
56,55,tested_negative,0.0217977524350985,0,0.0,0.0,0.084870848708487,0.6666666666666666,0.4615384615384615,0.1089002227099801,0.1089002227099801,0.0,0.5659722222222222,0.0,0.2467244244343168,0.83,0.8022041123364835,0.0,0.954,0.6666666666666666,0.777976083034848,0.9421487603305786,1.0,1.0,0.994273140054326,0.9760617700008356,0.9188785753342472,0.98
57,56,tested_positive,0.1023718167390367,0,0.2,0.9153846153846154,0.2753623188405797,0.6666666666666666,0.6153846153846154,0.2480263223542896,0.2480263223542896,0.4639999999999999,0.7673611111111112,0.5,0.4754629444990299,0.9925373134328358,0.795727201829766,0.0,0.9925373134328358,0.6900175131348512,0.8539488141141481,0.9629629629629632,0.8,1.0,0.9920850635681998,0.8797236953353281,0.8839603406622513,0.83
58,57,tested_negative,0.3585655993414639,1,0.5,0.9692307692307692,0.3988439306358381,1.0,0.6153846153846154,0.6138181775446504,0.6138181775446504,0.0,0.5659722222222222,0.0,0.4760308051818736,0.994,0.8038505930578701,0.0,0.998,0.6666666666666666,0.7854434481196186,0.9924433249370276,0.8,1.0,0.3036250683735024,0.6039828645324505,0.5409984710452633,0.6
59,58,tested_negative,0.8831728652027352,6,0.6,0.9846153846153848,0.7246376811594203,0.6666666666666666,0.6153846153846154,0.7521766196362696,0.7521766196362696,0.0,0.5659722222222222,1.0,0.5424447511253555,0.998,0.7652869637445271,0.003731343283582,1.0,0.6666666666666666,0.7776646357042377,0.9702970297029702,0.0,0.0,0.0078785199429606,0.1251594442128218,0.3379248446278061,0.23
60,59,tested_negative,0.1004234395898459,0,0.1,0.676923076923077,0.084870848708487,0.6666666666666666,0.5384615384615384,0.1753834240540974,0.1753834240540974,0.0,0.5659722222222222,0.0,0.3781563336042227,0.984,0.8579958161291464,0.0,0.988,0.6666666666666666,0.795306237268192,0.968058968058968,1.0,1.0,0.8953570819255383,0.8321072109901244,0.8599950695452612,0.81
61,60,tested_negative,0.0631099119552359,0,0.1,0.0,0.084870848708487,0.6666666666666666,0.4615384615384615,0.1067614575141777,0.1067614575141777,0.0,0.5659722222222222,0.0,0.1597532323077671,0.98,0.8066773132526701,0.0,0.994,0.6666666666666666,0.7150098635625071,0.9314420803782504,0.8,1.0,0.9997499124974508,0.9916840353315496,0.8399065804395838,0.99
62,61,tested_positive,0.5840643233411269,2,0.5,0.9846153846153848,0.2753623188405797,0.6666666666666666,0.6923076923076923,0.587353728971477,0.587353728971477,0.4639999999999999,0.7673611111111112,0.0,0.4525404477679566,0.9888059701492538,0.9088022220863092,0.002,0.9850746268656716,0.6666666666666666,0.8104048803422311,0.9309504467912266,0.6,0.0,0.3483357515264019,0.511902436217358,0.5253758722094785,0.51
63,62,tested_negative,0.0406780885888881,0,0.1,0.7076923076923076,0.048780487804878,1.0,0.3076923076923077,0.1213544955729641,0.1213544955729641,0.0,0.5659722222222222,0.0,0.4351369266016786,0.994,0.8053064257085005,0.0,1.0,0.6666666666666666,0.8164715289335873,0.957983193277311,1.0,1.0,0.9799606984686804,0.982281946622934,0.8436888233750568,0.95
64,63,tested_negative,0.2284887619053145,0,0.2,1.0,0.3157894736842105,0.6666666666666666,0.7692307692307693,0.2002746817216797,0.2002746817216797,0.0,0.5659722222222222,1.0,0.5880017776357307,0.998,0.8893994005443079,0.003731343283582,0.992,0.6950354609929077,0.8379208331608669,0.9913043478260868,0.8,1.0,0.8488248972390985,0.6589195687294829,0.6213229625995313,0.7
65,64,tested_positive,0.4224140915017046,3,0.3,0.9538461538461538,0.6011560693641618,1.0,0.6923076923076923,0.7449947698931516,0.7449947698931516,0.4639999999999999,0.7673611111111112,0.25,0.4441046820998091,0.9850746268656716,0.9116809284042467,0.004,0.9888059701492538,0.6666666666666666,0.8397700999874246,0.9629629629629632,1.0,1.0,0.1699531775986613,0.3267685626583003,0.3187937107328106,0.65
66,65,tested_negative,0.2302252966460772,1,0.1,0.7846153846153846,0.3988439306358381,1.0,0.6153846153846154,0.1365324163630886,0.1365324163630886,0.0,0.5659722222222222,0.25,0.3985866759440836,0.986,0.858511333175221,0.0,0.98,0.6666666666666666,0.8564384285515905,0.9974683544303796,1.0,0.0,0.9532057004333828,0.88313921556501,0.9223033041251442,0.86
67,66,tested_positive,0.5452501912341372,5,0.6,0.9769230769230768,0.6011560693641618,1.0,0.6923076923076923,0.7458757504186823,0.7458757504186823,0.4639999999999999,0.7673611111111112,1.0,0.530200672610974,0.996268656716418,0.8104642275315965,0.0,1.0,0.6666666666666666,0.8421230954652205,1.0,0.4,1.0,0.2384256010882231,0.2130879035461212,0.4269853479608323,0.45
68,67,tested_negative,0.5044641235903875,4,0.7,0.9923076923076924,0.3988439306358381,1.0,0.6923076923076923,0.5053821913623819,0.5053821913623819,0.0,0.5659722222222222,0.0,0.4938141184849989,0.996,0.8071679970228297,0.0,1.0,0.6666666666666666,0.7882974883665741,0.9493975903614458,0.2,1.0,0.4403973187834776,0.4364187098162833,0.3363992298579137,0.56
69,68,tested_negative,0.0217221858917442,0,0.0,0.0,0.084870848708487,0.6666666666666666,0.4615384615384615,0.109582362025696,0.109582362025696,0.0,0.5659722222222222,0.0,0.3436514064765967,0.92,0.8506259072529874,0.0,0.91,0.6901669758812615,0.7961760175731923,0.9825436408977556,1.0,1.0,0.990524191208632,0.9644261156246472,0.914716577816256,1.0
70,69,tested_negative,0.2890295068692808,1,0.4,0.9769230769230768,0.3157894736842105,0.6666666666666666,0.5384615384615384,0.2497374832432628,0.2497374832432628,0.0,0.5659722222222222,0.0,0.4630840903168605,0.996,0.831858289547561,0.0,0.996,0.6873178960282166,0.8176020925558284,0.995655951346655,0.4,1.0,0.7939147189326985,0.6867547433561908,0.7751534964954255,0.61
