Row,kDN,TD_U,CL,Harmfulness,Usefulness,F2
42,0.5,0.8363636363636363,0.4939225722014926,0.0016501650165016,0.9933993399339934,0.6666853030413071
43,0.6,0.7636363636363637,0.5060773067671106,0.0,1.0,0.6667068920888619
44,0.7,0.2363636363636363,0.5057106900212253,0.0049504950495049,0.9983498349834984,0.6902188254724986
45,0.4,0.2545454545454545,0.4939302719023652,0.0,1.0,0.6678720563758517
46,0.2,0.1454545454545454,0.4889508854097416,0.0016501650165016,0.9917491749174916,0.7625354995485762
47,0.5,0.5454545454545454,0.4939236983018058,0.0049504950495049,0.9966996699669968,0.6668696145054647
48,0.5,0.9818181818181818,0.4939224758574521,0.0016501650165016,1.0,0.6666648029936056
49,0.4,0.9818181818181818,0.4939225045323131,0.0,1.0,0.6666704036323307
50,0.5,0.109090909090909,0.4939746310046662,0.0,1.0,0.6715759732742315
51,0.6,0.2363636363636363,0.4952017817148437,0.0132013201320132,0.995049504950495,0.7022378157627684
52,0.5,0.9454545454545454,0.5060775020211434,0.0049504950495049,1.0,0.6666710636960947
53,0.5,0.9636363636363636,0.5060774522998666,0.0,1.0,0.6666797234627361
54,0.5,0.1818181818181818,0.5060261523142782,0.0,1.0,0.6734970267767721
55,0.3,0.109090909090909,0.5047700783838099,0.0,0.9983498349834984,0.7223347531334032
56,0.5,0.0909090909090909,0.4986814591443566,0.0033003300330033,0.9966996699669968,0.7245385219553886
57,0.3,0.4909090909090909,0.5060764403660221,0.0,0.995049504950495,0.6668805474864528
58,0.4,0.3272727272727272,0.5060724986071032,0.0016501650165016,0.9983498349834984,0.6676480668359935
59,0.4,0.3818181818181818,0.4939266243007489,0.0,1.0,0.6671669748492182
60,0.3,0.0727272727272727,0.5060108662246224,0.0,0.9983498349834984,0.6755367347335519
61,0.7,0.0909090909090909,0.5114554668486929,0.0,1.0,0.7366497680457049
62,0.7,0.6181818181818182,0.5060770581485046,0.0016501650165016,0.9983498349834984,0.6667578478481879
63,0.3,0.9636363636363636,0.4939224847910471,0.0,1.0,0.6666669105508218
64,0.7,0.1636363636363636,0.5060616137076104,0.0,0.9983498349834984,0.6693758181633557
65,0.2,0.4727272727272727,0.4939249362355866,0.0,1.0,0.6669319135006121
66,0.6,0.2363636363636363,0.5037883337800086,0.0,0.9983498349834984,0.7092408699309546
67,0.4,0.2545454545454545,0.4939292807073511,0.0,0.9983498349834984,0.6674602532892651
68,0.4,0.1818181818181818,0.4885351060445032,0.0,1.0,0.877654142968492
69,0.5,0.8363636363636363,0.493922560254445,0.0,1.0,0.6666822414953213
70,0.5,0.7636363636363637,0.5060773273926343,0.0,0.9983498349834984,0.6667019401143717
71,0.2,0.4545454545454545,0.5060756058927761,0.0,0.9983498349834984,0.6670227927101121
72,0.4,0.2363636363636363,0.5055942497163672,0.0,0.995049504950495,0.6930540824238037
73,0.7,0.1272727272727272,0.5113838839523885,0.0,1.0,0.730485677588341
74,0.5,0.5818181818181818,0.4939230981984139,0.0,1.0,0.6667572716912503
75,0.3,0.1818181818181818,0.5060042254578397,0.0,0.9983498349834984,0.6752152847989321
76,0.3,0.109090909090909,0.506040261200732,0.0,0.9983498349834984,0.6719730740897978
77,0.6,0.2,0.5015290604481144,0.0082508250825082,0.9933993399339934,0.7198262924430809
78,0.6,0.5272727272727272,0.4939235528964674,0.0,0.9966996699669968,0.666841671955468
79,0.4,0.1818181818181818,0.4885351060445032,0.0,1.0,0.7667101930855824
80,0.5,0.2545454545454545,0.50606730834394,0.0,0.9966996699669968,0.6685128627618373
81,0.5,0.0909090909090909,0.4893820426751719,0.0099009900990099,0.9933993399339934,0.7535272766592654
82,0.5,0.7636363636363637,0.5060773125147575,0.0,1.0,0.6667055102926944
83,0.3,0.6727272727272727,0.493922824025935,0.0,0.9983498349834984,0.6667216415792532
84,0.4,0.9818181818181818,0.4939225181090969,0.0,1.0,0.6666717683207687
85,0.6,0.5818181818181818,0.4939230260486572,0.0,1.0,0.6667315998666372
86,0.6,0.7818181818181819,0.5060773958117178,0.0066006600660066,0.995049504950495,0.6666927383717414
87,0.3,0.7272727272727273,0.493922701558194,0.0,0.9966996699669968,0.6667040555087158
88,0.2,0.4545454545454545,0.506075691526476,0.0,0.9933993399339934,0.6670246458378943
89,0.4,0.9818181818181818,0.5060775211197233,0.0,1.0,0.6666669195871554
90,0.5,0.8363636363636363,0.4939226112093007,0.0049504950495049,1.0,0.6666922025406982
91,0.5,0.1272727272727272,0.5114648939554968,0.0,0.995049504950495,0.7869038681876923
92,0.4,0.8363636363636363,0.5060774292800696,0.0049504950495049,0.9983498349834984,0.6666853626429472
93,0.3,0.4727272727272727,0.4939248246955938,0.0016501650165016,1.0,0.6669933139841699
94,0.5,0.1818181818181818,0.5060198051048285,0.0,0.995049504950495,0.6750151517235743
95,0.8,0.7818181818181819,0.5060773350311225,0.0,1.0,0.6667028996234428
96,0.4,0.3818181818181818,0.493926899093136,0.0016501650165016,0.9966996699669968,0.6674106842629906
97,0.5,0.3272727272727272,0.5060737875486852,0.0,1.0,0.6673542384486566
98,0.5,0.2545454545454545,0.493928245679416,0.0,1.0,0.6674214883718899
99,0.3,0.9454545454545454,0.4939225243620098,0.0016501650165016,0.99009900990099,0.6666746435433413
100,0.3,0.9636363636363636,0.4939225429987143,0.0,1.0,0.6666731579897913
101,0.5,0.0727272727272727,0.4939486848424244,0.0,1.0,0.6704560588979471
102,0.4,0.7818181818181819,0.5060773846441682,0.0,1.0,0.6666918887802814
103,0.2,0.4181818181818181,0.4939259087768295,0.0,0.9966996699669968,0.6672198963429556
104,0.4,0.5272727272727272,0.4939234135453035,0.0016501650165016,0.9966996699669968,0.6668388468239831
105,0.4,0.109090909090909,0.5081192653128113,0.0,0.9983498349834984,0.7190778871650193
106,0.6,0.2545454545454545,0.4943762354727395,0.0,0.9983498349834984,0.6882113354408089
107,0.3,0.4727272727272727,0.4939250560455089,0.0066006600660066,0.9933993399339934,0.66717679254957
108,0.5,0.0909090909090909,0.4925304668938768,0.0,1.0,0.7352550612942653
109,0.6,0.1636363636363636,0.5059326860604156,0.0,0.9983498349834984,0.6814588672518314
110,0.6,0.1454545454545454,0.5058537309571581,0.0049504950495049,1.0,0.6857252693493681
111,0.4,0.2181818181818181,0.4885351106450576,0.0,0.9966996699669968,0.8333623972587871
112,0.4,1.0,0.4939224750631197,0.0,1.0,0.6666655715882531
113,0.5,0.6363636363636364,0.5060769184625467,0.0,1.0,0.6667774571921598
114,0.7,0.7818181818181819,0.5060773363399586,0.0115511551155115,0.995049504950495,0.6667047392080935
115,0.7,0.8545454545454545,0.5060774086116403,0.0049504950495049,0.995049504950495,0.6666898286385918
116,0.7,0.109090909090909,0.49396177058802,0.0049504950495049,1.0,0.6717068663371395
117,0.7,0.7818181818181819,0.506077356042467,0.0,1.0,0.6666982236780912
118,0.6,0.2545454545454545,0.4943143779909211,0.0,1.0,0.682279463503975
119,0.3,0.9636363636363636,0.5060774676899238,0.0,0.9933993399339934,0.6666780356375301
120,0.5,0.9636363636363636,0.5060774712112776,0.0,0.9983498349834984,0.6666764700513076
121,0.3,0.2727272727272727,0.5060720581638471,0.0016501650165016,0.9966996699669968,0.6677280908485398
122,0.6,0.1636363636363636,0.4939372928248698,0.0,1.0,0.6686514196748966
123,0.7,0.9818181818181818,0.5060774818943181,0.0,1.0,0.6666745873883174
124,0.5,0.6363636363636364,0.5060769603904249,0.0,0.9983498349834984,0.6667721202731796
125,0.3,0.109090909090909,0.5045629397975058,0.0,1.0,0.7041159666724329
126,0.6,0.7090909090909091,0.4939227886229136,0.0,1.0,0.6667153508101464
127,0.4,0.9818181818181818,0.4939225156111978,0.0033003300330033,0.9933993399339934,0.6666745184070935
128,0.3,0.0727272727272727,0.5059919644668425,0.0,1.0,0.6769957749847585
129,0.7,0.3454545454545454,0.5060727813054657,0.0082508250825082,0.9983498349834984,0.6675497379136587
130,0.5,0.1272727272727272,0.5114648939554968,0.0,0.9966996699669968,0.6245675115390449
131,0.6,0.3090909090909091,0.4939282835305169,0.0,0.9983498349834984,0.6675551462454673
132,0.5,0.8363636363636363,0.493922617735226,0.0016501650165016,0.9983498349834984,0.6666924999421925
133,0.9,0.9818181818181818,0.5060774776685983,0.0099009900990099,1.0,0.6666760145237315
134,0.5,0.2545454545454545,0.506065276866354,0.0049504950495049,0.9983498349834984,0.6689043299028483
135,0.5,0.5272727272727272,0.5060767667980843,0.0,0.9983498349834984,0.6668066422798083
136,0.6,0.6,0.506076958818387,0.0049504950495049,0.9966996699669968,0.6667771147253048
137,0.4,0.1272727272727272,0.5114648939554968,0.0,0.9983498349834984,0.7160002993341943
138,0.5,0.8363636363636363,0.493922599590046,0.0,1.0,0.6666798581991191
139,0.5,0.9818181818181818,0.4939225104775773,0.0,1.0,0.6666715850316147
140,0.5,0.9454545454545454,0.493922507204142,0.0,1.0,0.6666697599330297
141,0.8,0.0909090909090909,0.4947290661020697,0.0,1.0,0.7324232703460968
142,0.3,0.0727272727272727,0.5059951825600043,0.0033003300330033,0.995049504950495,0.6768376368090613
143,0.7,0.1272727272727272,0.5110222695135386,0.0,1.0,0.7218218537759136
144,0.6,0.8909090909090909,0.4939224978302453,0.0066006600660066,0.9983498349834984,0.666670646428335
145,0.6,0.8909090909090909,0.4939224984613168,0.0,1.0,0.6666704944416921
146,0.3,0.5454545454545454,0.5060764249035679,0.0,1.0,0.6668811427416708
147,0.7,0.8545454545454545,0.4939225717659461,0.0,1.0,0.6666753164013024
148,0.6,0.5272727272727272,0.5060764880067525,0.0,1.0,0.6668591302480918
149,0.4,0.4181818181818181,0.4939256845156079,0.0,0.9966996699669968,0.6671917956330268
150,0.4,0.9818181818181818,0.4939225079512315,0.0016501650165016,0.9966996699669968,0.6666719707689707
151,0.5,0.8363636363636363,0.4939225749103414,0.0,1.0,0.6666751689457762
152,0.6,0.2727272727272727,0.5060670817790747,0.0,1.0,0.6685533221642198
153,0.5,0.5454545454545454,0.4939242057604689,0.0,0.9983498349834984,0.6669690500557175
154,0.5,0.8363636363636363,0.4939226572993025,0.0049504950495049,0.9983498349834984,0.6667008999453503
155,0.4,0.3818181818181818,0.4939267429238694,0.0,1.0,0.6671070123198497
156,0.5,0.2363636363636363,0.5055726361736346,0.0,1.0,0.6931251490943594
157,0.6,0.2363636363636363,0.4951296874791038,0.0,1.0,0.6999527042553042
158,0.5,0.1818181818181818,0.4939736498943341,0.0033003300330033,1.0,0.6730380953028097
159,0.5,0.6727272727272727,0.4939228568699749,0.0,1.0,0.6667200912268221
160,0.3,0.1818181818181818,0.4941509626381508,0.0,1.0,0.6784400764088819
161,0.3,0.9636363636363636,0.5060774668558824,0.0,1.0,0.6666776567599677
162,0.6,0.2,0.5114648880939189,0.0066006600660066,0.995049504950495,0.811581427043391
163,0.4,0.6727272727272727,0.4939228408668794,0.0016501650165016,0.9966996699669968,0.666736760509202
164,0.2,0.0727272727272727,0.505967069203958,0.0,0.9966996699669968,0.6785216467616589
165,0.6,0.6181818181818182,0.493922947182799,0.0066006600660066,0.9966996699669968,0.6667570726777623
166,0.5,0.1818181818181818,0.4885351064153287,0.0,0.9983498349834984,0.8527050584473077
167,0.2,0.0727272727272727,0.5059714151269529,0.0,0.9917491749174916,0.6794033500731202
168,0.7,0.5454545454545454,0.4939232620041922,0.0016501650165016,0.9983498349834984,0.6667887932215576
169,0.5,0.2,0.4997601419332306,0.0,1.0,0.7205239428495035
170,0.5,0.8181818181818182,0.5060773445298954,0.0,1.0,0.666701359048641
171,0.8,0.5272727272727272,0.5060766367177361,0.0049504950495049,1.0,0.6668428991365698
172,0.5,0.1818181818181818,0.4885351060445032,0.0,1.0,0.8200212437596259
173,0.6,0.2363636363636363,0.5052286259485419,0.0,1.0,0.69660402821484
174,0.5,0.2363636363636363,0.4950011559990495,0.0,1.0,0.6908365775305474
175,0.5,0.3818181818181818,0.5060741016501934,0.0,0.9983498349834984,0.6672688467308339
176,0.5,0.5818181818181818,0.4939231149517531,0.0,1.0,0.6667658800056426
177,0.3,0.0727272727272727,0.5059195215281662,0.0,1.0,0.6818320603709535
178,0.5,0.6909090909090909,0.4939227423295222,0.0,1.0,0.6666969310130709
179,0.7,0.1272727272727272,0.510490959806015,0.0016501650165016,1.0,0.7383333589375507
180,0.4,0.2181818181818181,0.5032080216769854,0.0016501650165016,0.9917491749174916,0.7254404859043294
181,0.3,0.1818181818181818,0.5060004338308792,0.0,0.9983498349834984,0.6763600581855678
182,0.8,0.0727272727272727,0.4940115707081967,0.0082508250825082,0.9983498349834984,0.6751389574794867
183,0.5,0.9818181818181818,0.4939224788681933,0.0,1.0,0.6666657098869194
184,0.4,0.5818181818181818,0.4939230991187714,0.0,1.0,0.6667419013866354
185,0.1,0.5454545454545454,0.4939239743103017,0.0,0.9966996699669968,0.6668333005160186
186,0.6,0.2,0.5058011299723457,0.0,1.0,0.6872234765158065
187,0.6,0.1272727272727272,0.4940562291418215,0.0049504950495049,0.9983498349834984,0.6791239445539055
188,0.5,0.8363636363636363,0.5060774193907558,0.0,0.9966996699669968,0.6666877830369737
189,0.7,0.0909090909090909,0.5114630845750407,0.0016501650165016,0.9983498349834984,0.7712441559912248
190,0.4,0.1272727272727272,0.4939431553139841,0.0,1.0,0.6693929857340316
191,0.3,0.4727272727272727,0.4939246583274208,0.0,0.9983498349834984,0.6670047724809448
192,0.4,0.5272727272727272,0.4939234288316393,0.0,1.0,0.6668116403155204
193,0.6,0.1818181818181818,0.5114648939554727,0.0,0.9983498349834984,0.7725984396163125
194,0.7,0.2181818181818181,0.5114644938535969,0.0082508250825082,1.0,0.79323517046129
195,0.6,0.9272727272727272,0.4939224995957886,0.0,1.0,0.6666697536932492
196,0.5,0.6545454545454545,0.4939230871689215,0.0,0.9983498349834984,0.6667669274900857
197,0.6,0.1454545454545454,0.5058223384208957,0.0,1.0,0.6853487050879579
198,0.4,0.1818181818181818,0.4885351060445072,0.0049504950495049,0.9983498349834984,0.9185737074008496
199,0.5,0.8545454545454545,0.4939225730651506,0.0,1.0,0.6666813730098659
200,0.3,0.9636363636363636,0.4939224849996575,0.0049504950495049,0.9933993399339934,0.6666682052525379
201,0.7,0.9818181818181818,0.5060774891144757,0.0066006600660066,1.0,0.6666737774376841
202,0.8,0.4727272727272727,0.506074925262941,0.0148514851485148,0.995049504950495,0.6671765639438518
203,0.5,0.0727272727272727,0.505927119293611,0.0,1.0,0.6812386367984582
204,0.6,0.9636363636363636,0.4939224886231068,0.0,1.0,0.6666667917889502
205,0.7,0.8363636363636363,0.493922583567165,0.0,1.0,0.6666823670772587
206,0.4,0.1818181818181818,0.5060269658610252,0.0016501650165016,0.9983498349834984,0.6739910868010427
207,0.5,0.6727272727272727,0.4939228577720462,0.0049504950495049,0.9983498349834984,0.6667350596777752
208,0.4,0.4727272727272727,0.4939250905452781,0.0016501650165016,0.9966996699669968,0.6671420629634499
209,0.2,0.0909090909090909,0.4885419073227312,0.0,1.0,0.7764824460100063
210,0.5,0.3090909090909091,0.4939280550218039,0.0,1.0,0.6673280649726141
211,0.5,0.2181818181818181,0.4885351144219977,0.0066006600660066,0.9933993399339934,0.8369205535223064
212,0.5,0.1272727272727272,0.4940602137817458,0.0,1.0,0.6757848465920586
213,0.4,0.1272727272727272,0.5060626291216386,0.0,1.0,0.6692555783342878
214,0.3,0.7272727272727273,0.4939227006257752,0.0033003300330033,0.9966996699669968,0.6667092359026109
215,0.5,0.6909090909090909,0.4939227431608826,0.0,1.0,0.6667074377934
216,0.4,0.8909090909090909,0.49392250511172,0.0066006600660066,0.9933993399339934,0.6666716232812423
217,0.6,0.9454545454545454,0.5060775077729126,0.0,1.0,0.6666694162353495
218,0.6,0.2,0.5012233567418024,0.0016501650165016,0.9917491749174916,0.7213586455766222
219,0.4,0.4545454545454545,0.5060754474888254,0.0,0.9983498349834984,0.6670518109900919
220,0.7,0.9818181818181818,0.506077441712889,0.0,1.0,0.6666828799888234
221,0.4,0.1818181818181818,0.4941361645357156,0.0049504950495049,0.9917491749174916,0.6837010885466109
222,0.6,0.109090909090909,0.5060586897114965,0.0049504950495049,0.9983498349834984,0.6699437095837618
223,0.7,0.9818181818181818,0.5060774826070426,0.0148514851485148,0.9966996699669968,0.6666751819104433
224,0.3,0.8909090909090909,0.4939225032746241,0.0,0.9983498349834984,0.6666682695155155
225,0.3,0.1818181818181818,0.5060335818418364,0.0,0.9983498349834984,0.6732241583749767
226,0.7,0.2181818181818181,0.4939343475003354,0.0016501650165016,1.0,0.6681591237577081
227,0.6,0.3272727272727272,0.4939274176783735,0.0,1.0,0.6674219902419699
228,0.4,0.0727272727272727,0.5060438330114998,0.0,0.9983498349834984,0.6719370167060568
229,0.4,0.8363636363636363,0.5060774346786634,0.0016501650165016,0.9966996699669968,0.6666839584777358
230,0.3,0.8363636363636363,0.4939226626545687,0.0,0.9983498349834984,0.6666985942422307
231,0.8,0.5818181818181818,0.4939231760334694,0.0016501650165016,0.9983498349834984,0.6667816518182241
232,0.6,0.9454545454545454,0.5060775123399319,0.0016501650165016,0.9966996699669968,0.666668977704754
233,0.6,0.4909090909090909,0.5060766580823682,0.0,0.9983498349834984,0.6668252707400665
234,0.4,0.3272727272727272,0.5060721399637207,0.0,1.0,0.6676867931373741
235,0.9,0.1272727272727272,0.5111904273898056,0.0049504950495049,1.0,0.7376700974319941
236,0.6,0.9454545454545454,0.5060775083064317,0.0,0.9966996699669968,0.6666697504908168
237,0.2,0.1818181818181818,0.5060126163125472,0.0,0.9983498349834984,0.6751425598188735
238,0.7,0.1272727272727272,0.5114648939554968,0.0,0.9983498349834984,0.789662977374731
239,0.7,0.1636363636363636,0.5114648939554968,0.0,1.0,0.8295895889107319
240,0.5,0.1636363636363636,0.5114648939554968,0.0,0.9966996699669968,0.847170460456036
241,0.5,0.7090909090909091,0.5060772734339862,0.0,1.0,0.6667098060843706
242,0.5,0.0727272727272727,0.5059461235571799,0.0,0.9983498349834984,0.680702382112206
243,0.3,0.0909090909090909,0.4885399136002083,0.0,1.0,0.792747178144002
244,0.3,0.1818181818181818,0.5060297370870019,0.0,1.0,0.6730917929987981
245,0.5,0.1818181818181818,0.4939731908226815,0.0,1.0,0.6710196409482768
246,1.0,0.509090909090909,0.5060761273824181,0.0115511551155115,1.0,0.6669271498279371
247,0.4,0.2727272727272727,0.5060710560310355,0.0,1.0,0.6677917064217338
248,0.7,0.4181818181818181,0.5060739507472983,0.0016501650165016,1.0,0.6673369672333546
249,0.7,0.9454545454545454,0.506077514649446,0.0,1.0,0.6666680290910532
250,0.4,0.9636363636363636,0.4939224848774137,0.0,0.9983498349834984,0.6666670186026311
251,0.4,0.7272727272727273,0.4939227056639694,0.0,0.9983498349834984,0.6667048906180677
252,0.5,0.5818181818181818,0.4939231019236718,0.0,1.0,0.6667762690618826
253,0.7,1.0,0.5060775235577047,0.0,1.0,0.6666663020670972
254,0.8,0.5454545454545454,0.4939235887480613,0.0,1.0,0.6668063656311154
255,0.5,0.1818181818181818,0.4885351060445032,0.0,1.0,0.8400743641482842
256,0.6,0.109090909090909,0.5060499798418981,0.0,1.0,0.6708951376455617
257,0.4,0.1818181818181818,0.5047245406098686,0.0016501650165016,0.99009900990099,0.7042048308285137
258,0.5,0.2545454545454545,0.506066036409681,0.0,0.9966996699669968,0.6686566905328688
259,0.4,0.8363636363636363,0.5060774187760035,0.0,1.0,0.6666855738944345
260,0.6,0.5818181818181818,0.4939233326161992,0.0,1.0,0.6668037932041594
261,0.4,0.8363636363636363,0.5060774537008652,0.0,1.0,0.6666795859988468
262,0.5,0.6181818181818182,0.5060767000096401,0.0016501650165016,0.9983498349834984,0.666827595515775
263,0.2,0.109090909090909,0.5034920607075869,0.0,1.0,0.7006501514125032
264,0.5,0.1818181818181818,0.5114648939554727,0.0,1.0,0.8334601026159266
265,0.4,0.8363636363636363,0.4939226700638786,0.0,1.0,0.6666986963833538
266,0.5,0.9818181818181818,0.5060775202535048,0.0049504950495049,0.9917491749174916,0.6666675008161109
267,0.5,0.3272727272727272,0.5060717239910366,0.0,1.0,0.6677563046293225
268,0.4,0.2545454545454545,0.5060672293502955,0.0,0.9983498349834984,0.6684215248897231
269,0.2,0.109090909090909,0.5048990674619279,0.0016501650165016,0.99009900990099,0.7332302492623693
270,0.5,0.5818181818181818,0.4939230309559415,0.0,0.9983498349834984,0.6667263306812977
271,0.6,0.8545454545454545,0.5060774103963791,0.0,1.0,0.6666873905650552
272,0.4,0.1272727272727272,0.4939426801673334,0.0049504950495049,0.9933993399339934,0.6699800191490325
273,0.3,0.5454545454545454,0.4939238981773826,0.0,0.9983498349834984,0.6668452676312533
274,0.6,0.1272727272727272,0.4939444537525075,0.0,0.9983498349834984,0.6694370813129582
275,0.6,0.4545454545454545,0.4939251990926676,0.0,1.0,0.6669520959056011
276,0.5,0.7272727272727273,0.4939227169264792,0.0049504950495049,0.9983498349834984,0.6667069273109436
277,0.6,0.0727272727272727,0.4939539688642901,0.0,1.0,0.6706519010881541
278,0.2,0.0727272727272727,0.5059766865941261,0.0,0.9966996699669968,0.6783277896327812
279,0.7,0.4545454545454545,0.5060749370315447,0.0,1.0,0.6671493193576561
280,0.4,0.9818181818181818,0.4939225092755819,0.0,1.0,0.6666699050644226
281,0.3,0.1818181818181818,0.4885351060445032,0.0,0.9983498349834984,0.8566557368155139
282,0.6,0.9818181818181818,0.4939224764372123,0.0,1.0,0.6666655206179984
283,0.4,0.1818181818181818,0.4941455533352008,0.0,0.9933993399339934,0.6848998833876428
284,0.6,0.6181818181818182,0.4939229489146481,0.0,0.9983498349834984,0.6667358858360376
285,0.5,0.6181818181818182,0.5060770096982482,0.0,1.0,0.6667673426333324
286,0.4,0.4727272727272727,0.5060744268485184,0.0033003300330033,0.9966996699669968,0.6672825653464283
287,0.2,0.109090909090909,0.5060423552804554,0.0,0.9933993399339934,0.6722654088531106
288,0.8,0.2727272727272727,0.5060705135120547,0.0033003300330033,1.0,0.667933917865674
289,0.3,0.8909090909090909,0.4939225034496399,0.0,0.9983498349834984,0.6666688168315218
290,0.7,0.3818181818181818,0.4939263605408954,0.0016501650165016,0.9983498349834984,0.6673236072137375
291,0.7,0.1454545454545454,0.5058634688728374,0.0016501650165016,1.0,0.6846743543885051
292,0.6,0.1636363636363636,0.5114648939554968,0.0,0.9983498349834984,0.8914937348878597
293,0.7,0.6909090909090909,0.5060771916822351,0.0033003300330033,1.0,0.6667285321649603
294,0.4,1.0,0.4939224748300936,0.0049504950495049,0.9983498349834984,0.6666662230654007
295,0.7,0.6181818181818182,0.4939230279315352,0.0,0.9983498349834984,0.666753493604305
296,0.4,0.4545454545454545,0.5060755080269738,0.0,0.9966996699669968,0.6670547078369051
297,0.6,0.5454545454545454,0.4939232932236341,0.0049504950495049,0.9983498349834984,0.6668136221958755
298,0.6,0.0363636363636363,0.4939540677442895,0.0033003300330033,0.9966996699669968,0.6711990621277628
299,0.4,0.9818181818181818,0.4939225205472632,0.0,1.0,0.6666708431722062
300,0.5,0.9636363636363636,0.4939225444187622,0.0049504950495049,0.9983498349834984,0.6666804092363973
301,0.6,0.509090909090909,0.5060757964559748,0.0,0.995049504950495,0.6670137254067781
302,0.8,0.5272727272727272,0.5060766271126719,0.0115511551155115,0.9983498349834984,0.6668409842051951
303,0.4,0.3272727272727272,0.4939271106894456,0.0,1.0,0.6672409979793393
304,0.5,0.2181818181818181,0.5114638200510729,0.0,1.0,0.7529916260968981
305,0.5,0.1818181818181818,0.4885351060445835,0.0049504950495049,1.0,0.9057009215228148
306,0.5,0.0727272727272727,0.5059412966326706,0.0,1.0,0.6792103618789006
307,0.5,0.8363636363636363,0.4939225875354647,0.0,1.0,0.6666779398003306
308,0.4,0.9636363636363636,0.5060774710491023,0.0,0.9983498349834984,0.6666769829046078
309,0.4,0.8909090909090909,0.5060775016703934,0.0,0.9983498349834984,0.6666709915059281
310,0.4,0.2363636363636363,0.4994326123797499,0.0016501650165016,0.9966996699669968,0.7234145790400854
311,0.7,0.0727272727272727,0.4939455104058223,0.0,0.9983498349834984,0.6695648903344321
