Row,IsBetaEasy
441,True
442,False
443,False
444,False
445,True
446,True
447,False
448,True
449,False
450,True
451,True
452,True
453,True
454,True
455,False
456,False
457,False
458,True
459,True
460,True
461,True
462,True
463,True
464,False
465,True
466,False
467,True
468,False
469,False
470,False
471,False
472,False
473,True
474,True
475,False
476,False
477,False
478,False
479,False
480,False
481,False
482,True
483,False
484,True
485,True
486,True
487,True
488,False
489,True
490,False
491,False
492,False
493,False
494,True
495,True
496,True
497,True
498,True
499,False
500,True
501,True
502,False
503,False
504,False
505,False
506,True
507,False
508,False
509,True
510,True
511,False
512,True
513,False
514,False
515,False
516,True
517,False
518,True
519,True
520,True
521,False
522,False
523,True
524,True
525,True
526,True
527,False
528,True
529,False
530,True
531,False
532,False
533,True
534,True
535,False
536,True
537,False
538,True
539,True
540,True
541,False
542,True
543,False
544,False
545,True
546,False
547,False
548,False
549,False
550,False
551,False
552,True
553,False
554,True
555,True
556,True
557,True
558,True
559,True
560,False
561,False
562,False
563,True
564,False
565,True
566,False
567,False
568,True
569,False
570,True
571,False
572,False
573,True
574,False
575,False
576,False
577,True
578,True
579,True
580,True
581,True
582,False
583,True
584,False
585,True
586,False
587,False
588,True
589,False
590,True
591,True
592,True
593,False
594,True
595,False
596,True
597,True
598,True
599,True
600,True
601,False
602,True
603,True
604,True
605,True
606,False
607,True
608,True
609,True
610,False
611,True
612,True
613,True
614,True
615,True
616,True
617,True
618,True
619,True
620,False
621,False
622,False
623,False
624,True
625,False
626,True
627,True
628,False
629,True
630,False
631,False
632,False
633,True
634,True
635,False
636,True
637,False
638,True
639,True
640,True
641,False
642,True
643,True
644,True
645,False
646,True
647,True
648,False
649,True
650,False
651,False
652,True
653,True
654,False
655,True
656,False
657,True
658,True
659,False
660,True
661,False
662,True
663,True
664,True
665,True
666,False
667,True
668,False
669,False
670,True
671,False
672,True
673,True
674,False
675,False
676,True
677,False
678,False
679,True
680,False
681,True
682,True
683,True
684,True
685,False
686,False
687,True
688,False
689,False
690,False
691,False
692,True
693,True
694,True
695,True
696,True
697,True
698,False
699,True
700,True
701,True
702,True
703,True
704,False
705,True
706,False
707,False
708,True
709,False
710,False
711,False
712,False
713,True
714,True
715,True
716,False
717,True
718,True
719,True
720,True
721,True
722,False
723,False
724,True
725,True
726,True
727,False
728,False
729,False
730,False
731,True
732,False
733,True
734,False
735,True
736,False
737,True
738,False
739,False
740,False
741,True
742,True
743,False
744,True
745,True
746,False
747,True
748,False
749,False
750,True
751,True
752,True
753,False
754,False
755,True
756,True
757,False
758,False
759,True
760,True
761,True
762,False
763,True
764,False
765,False
766,True
767,False
768,False
769,True
770,True
771,True
772,True
773,True
774,False
775,False
776,True
777,False
778,False
779,True
780,True
781,False
782,False
783,True
784,False
785,True
786,True
787,False
788,False
789,False
790,True
791,False
792,True
793,False
794,True
795,False
796,True
797,False
798,True
799,True
800,True
801,False
802,False
803,False
804,True
805,False
806,False
807,True
808,False
809,False
810,True
811,True
812,True
813,False
814,False
815,False
816,False
817,True
818,False
819,True
820,False
821,True
822,True
823,False
824,True
825,False
826,True
827,False
828,True
829,False
830,True
831,False
832,False
833,True
834,True
835,False
836,False
837,True
838,False
839,True
840,True
841,False
842,True
843,True
844,False
845,True
846,True
847,False
848,False
849,True
850,True
851,True
852,True
853,False
854,True
855,True
856,True
857,False
858,True
859,True
860,False
861,True
862,False
863,True
864,True
865,False
866,True
867,True
868,True
869,False
870,False
871,False
872,False
873,False
874,False
875,False
876,False
877,False
878,True
879,True
880,True
881,False
882,False
883,False
884,False
885,False
886,False
887,True
888,False
889,True
890,True
891,False
892,True
893,False
894,False
895,False
896,True
897,True
898,True
899,True
900,True
901,True
902,True
903,False
904,True
905,True
906,False
907,False
908,True
909,False
910,False
911,False
912,True
913,False
914,True
915,True
916,False
917,True
918,False
919,False
920,False
921,False
922,True
923,False
924,True
925,False
926,True
927,False
928,True
929,False
930,True
931,False
932,False
933,False
934,True
935,False
936,False
937,False
938,False
939,True
940,True
941,False
942,False
943,False
944,False
945,True
946,True
947,True
948,False
949,True
950,False
951,False
952,False
953,True
954,False
955,False
956,False
957,True
958,False
959,True
960,True
961,True
962,False
963,False
964,True
965,True
966,True
967,True
968,True
969,False
970,False
971,False
972,False
973,True
974,True
975,True
976,True
977,False
978,True
979,False
980,False
981,True
982,True
983,True
984,True
985,False
986,True
987,False
988,False
989,True
990,False
991,True
992,True
993,False
994,True
995,False
996,True
997,True
998,True
999,False
1000,True
1001,False
1002,True
1003,False
1004,False
1005,True
1006,False
1007,True
1008,False
1009,False
1010,True
1011,True
1012,False
1013,False
1014,False
1015,False
1016,True
1017,True
1018,True
1019,False
1020,False
1021,False
1022,True
1023,False
1024,True
1025,False
1026,True
1027,False
1028,True
1029,False
1030,False
1031,True
1032,False
1033,False
1034,False
1035,True
1036,True
1037,False
1038,False
1039,False
1040,False
1041,False
1042,True
1043,False
1044,False
1045,False
1046,True
1047,False
1048,True
1049,False
1050,False
1051,False
1052,True
1053,False
1054,False
1055,True
1056,True
1057,True
1058,True
1059,True
1060,True
1061,False
1062,True
1063,False
1064,True
1065,True
1066,False
1067,False
1068,True
1069,True
1070,True
1071,False
1072,False
1073,False
1074,True
1075,True
1076,True
1077,True
1078,True
1079,True
1080,True
1081,True
1082,True
1083,True
1084,True
1085,False
1086,False
1087,False
1088,True
1089,True
1090,False
1091,True
1092,False
1093,False
1094,True
1095,False
1096,False
1097,False
1098,True
1099,False
1100,True
1101,True
1102,False
1103,True
1104,True
1105,True
1106,True
1107,False
1108,True
1109,False
1110,False
1111,False
1112,False
1113,False
1114,True
1115,False
1116,True
1117,True
1118,True
1119,False
1120,True
1121,True
1122,True
1123,True
1124,True
1125,False
1126,False
1127,True
1128,True
1129,True
1130,False
1131,True
1132,True
1133,False
1134,True
1135,True
1136,False
1137,True
1138,False
1139,True
1140,True
1141,False
1142,False
1143,True
1144,False
1145,False
1146,True
1147,True
1148,True
1149,False
1150,True
1151,False
1152,False
1153,False
1154,True
1155,True
1156,False
1157,True
1158,True
1159,False
1160,True
1161,True
1162,False
1163,False
1164,False
1165,True
1166,False
1167,True
1168,True
1169,False
1170,True
1171,False
1172,True
1173,True
1174,False
1175,True
1176,True
1177,True
1178,False
1179,False
1180,True
1181,False
1182,False
1183,True
1184,True
1185,True
1186,False
1187,True
1188,False
1189,True
1190,False
1191,True
1192,False
1193,True
1194,False
1195,True
1196,False
1197,False
1198,False
1199,False
1200,False
1201,False
1202,False
1203,False
1204,True
1205,True
1206,True
1207,True
1208,False
1209,True
1210,True
1211,False
1212,False
