Row,kDN,DS,DCP,TD_P,TD_U,CL,CLD,MV,CB,N1,N2,LSC,LSR,Harmfulness,Usefulness,F2,F3,F4
11,0.2,0.9384615384615383,0.3988439306358381,1.0,0.6153846153846154,0.2023037858808072,0.2023037858808072,0.0,0.5659722222222222,0.3333333333333333,0.4220432459558284,0.984,0.8580852956438081,0.003731343283582,0.994,0.6666666666666666,0.7742903933761256,0.9448441247002396
12,0.4,0.6461538461538461,0.2753623188405797,0.6666666666666666,0.4615384615384615,0.2740596166084488,0.2740596166084488,0.4639999999999999,0.7673611111111112,1.0,0.6057510663493477,0.996268656716418,0.8752763918598423,0.004,0.996268656716418,0.6666666666666666,0.77121593506754,0.8702290076335878
13,0.5,0.9,0.3157894736842105,0.6666666666666666,0.4615384615384615,0.7461934415020062,0.7461934415020062,0.0,0.5659722222222222,0.0,0.496178510683276,0.996,0.8025237769129098,0.0,1.0,0.6666666666666666,0.809048179981384,0.9736618521665252
14,0.1,1.0,0.2753623188405797,0.6666666666666666,0.3846153846153846,0.2452967656518265,0.2452967656518265,0.4639999999999999,0.7673611111111112,0.0,0.3950366276300128,0.9664179104477612,0.58925572654983,0.0,0.996268656716418,0.6108374384236452,0.7952938706624438,0.97531914893617
15,0.3,0.9230769230769232,0.6842105263157895,0.6666666666666666,0.5384615384615384,0.3691882034792609,0.3691882034792609,0.4639999999999999,0.7673611111111112,1.0,0.5838651473418863,0.996268656716418,0.8756007280116718,0.002,1.0,0.7448015122873346,0.8494219943102259,0.9526184538653368
16,0.7,0.9923076923076924,0.6011560693641618,1.0,0.7692307692307693,0.6178045401919612,0.6178045401919612,0.4639999999999999,0.7673611111111112,1.0,0.7475817255965944,0.996268656716418,0.9624499088817664,0.006,1.0,0.6666666666666666,0.8090098531434236,0.9924433249370276
17,0.6,0.946153846153846,0.6011560693641618,1.0,0.6153846153846154,0.4373419697290448,0.4373419697290448,0.4639999999999999,0.7673611111111112,0.0,0.4856727721065969,0.9888059701492538,0.881972699267544,0.002,0.996268656716418,0.6666666666666666,0.7898142562193182,0.9099307159353348
18,0.6,0.9538461538461538,0.6011560693641618,1.0,0.9230769230769232,0.8338314862223,0.8338314862223,0.4639999999999999,0.7673611111111112,0.3333333333333333,0.5127089502461633,0.996268656716418,0.9117185309239269,0.002,0.9925373134328358,0.6666666666666666,0.8227257506558137,0.9836909871244636
19,0.1,0.9384615384615383,0.3988439306358381,1.0,0.6153846153846154,0.2525910685647232,0.2525910685647232,0.0,0.5659722222222222,0.5,0.5178126523434506,0.998,0.8013681892879578,0.003731343283582,1.0,0.6860554109903565,0.7963319833605513,0.977667493796526
20,0.8,0.946153846153846,0.6011560693641618,1.0,0.6153846153846154,0.8217214773793619,0.8217214773793619,0.4639999999999999,0.7673611111111112,0.5,0.5373686841676891,0.996268656716418,0.8872678392566007,0.016,0.9925373134328358,0.7027027027027026,0.8387165130785595,1.0
21,0.6,0.9,0.084870848708487,0.6666666666666666,0.6153846153846154,0.5524901739595721,0.5524901739595721,0.0,0.5659722222222222,0.6666666666666666,0.5257177750579877,0.998,0.8575716948368106,0.0074626865671641,0.998,0.725925925925926,0.8158242956644595,0.8775055679287306
22,0.2,0.9538461538461538,0.3988439306358381,1.0,0.6923076923076923,0.353390652655984,0.353390652655984,0.0,0.5659722222222222,0.0,0.3660728009550532,0.982,0.846296968052279,0.0,0.992,0.6666666666666666,0.8222949505417665,0.9974683544303796
23,0.1,0.6461538461538461,0.2753623188405797,0.6666666666666666,0.4615384615384615,0.2516071672840692,0.2516071672840692,0.4639999999999999,0.7673611111111112,0.5,0.2615864003629701,0.9850746268656716,0.7945461436972615,0.002,0.9925373134328358,0.6666666666666666,0.7801382257286148,0.9629629629629632
24,0.6,0.9538461538461538,0.6011560693641618,1.0,0.9230769230769232,0.7232776032888829,0.7232776032888829,0.4639999999999999,0.7673611111111112,0.0,0.4830613901520354,0.9888059701492538,0.8067792864162782,0.0,0.996268656716418,0.6666666666666666,0.8264521407970845,0.9939288811795316
25,0.5,0.9846153846153848,0.2753623188405797,0.6666666666666666,0.8461538461538461,0.2689917473425665,0.2689917473425665,0.4639999999999999,0.7673611111111112,0.0,0.4596935005293424,0.9888059701492538,0.8434845742550199,0.002,0.9888059701492538,0.7012987012987012,0.8139365589034959,0.9523809523809524
26,0.6,0.9923076923076924,0.6011560693641618,1.0,0.9230769230769232,0.5201038577089339,0.5201038577089339,0.4639999999999999,0.7673611111111112,0.6666666666666666,0.5723391556867197,0.996268656716418,0.9232548010409488,0.006,0.996268656716418,0.6907073509015257,0.8516620138771658,0.9589958158995816
27,0.3,0.9923076923076924,0.2753623188405797,0.6666666666666666,0.9230769230769232,0.3996202983942748,0.3996202983942748,0.4639999999999999,0.7673611111111112,0.0,0.4687693477121942,0.9850746268656716,0.8797654230319522,0.002,0.9850746268656716,0.6666666666666666,0.8064156362511836,0.9629629629629632
28,0.0,0.0,0.084870848708487,0.6666666666666666,0.4615384615384615,0.1134487596058529,0.1134487596058529,0.0,0.5659722222222222,0.0,0.3592376288364421,0.936,0.8459192882791673,0.0,0.914,0.6758620689655173,0.8162169441782803,0.9924433249370276
29,0.6,0.9,0.3157894736842105,0.6666666666666666,0.4615384615384615,0.6981555772060065,0.6981555772060065,0.0,0.5659722222222222,0.0,0.42832586384711,0.996,0.7962975743063303,0.0,0.998,0.6666666666666666,0.786068557403383,0.8988235294117648
30,0.5,0.9769230769230768,0.3988439306358381,1.0,0.7692307692307693,0.261548048607287,0.261548048607287,0.0,0.5659722222222222,0.0,0.4435439447467685,0.996,0.919820507207065,0.003731343283582,0.996,0.6666666666666666,0.8011928635486864,0.91415313225058
31,0.4,0.8923076923076922,0.3988439306358381,1.0,0.8461538461538461,0.3312676671049405,0.3312676671049405,0.0,0.5659722222222222,0.5,0.6502718211495093,0.998,0.8968506353079189,0.003731343283582,0.998,0.6666666666666666,0.8429429872749654,0.9493975903614458
32,0.5,0.6461538461538461,0.2753623188405797,0.6666666666666666,0.4615384615384615,0.3317201854485649,0.3317201854485649,0.4639999999999999,0.7673611111111112,0.0,0.3877533804499796,0.9813432835820896,0.8061525361612841,0.002,0.9925373134328358,0.7368421052631579,0.8408293007095893,0.9510373443983402
33,0.0,0.0,0.084870848708487,0.6666666666666666,0.4615384615384615,0.1113023556831132,0.1113023556831132,0.0,0.5659722222222222,0.0,0.4097618374809401,0.97,0.8751198965666838,0.0,0.906,0.6758620689655173,0.8132131120800961,0.9913043478260868
34,0.3,0.0,0.084870848708487,0.6666666666666666,0.4615384615384615,0.1197058116499325,0.1197058116499325,0.0,0.5659722222222222,0.0,0.3967547316013357,0.992,0.8698031021734496,0.0,0.996,0.6666666666666666,0.7901162253269634,0.968058968058968
35,0.7,0.9538461538461538,0.3988439306358381,1.0,1.0,0.4707623782331676,0.4707623782331676,0.0,0.5659722222222222,1.0,0.5878054490328686,0.998,0.882890800733445,0.0111940298507462,0.994,0.6666666666666666,0.8638522801195712,0.98989898989899
36,0.3,0.7076923076923076,0.048780487804878,1.0,0.3076923076923077,0.2161309510204077,0.2161309510204077,0.0,0.5659722222222222,0.0,0.3763947410839908,0.99,0.7521653666871463,0.0,0.996,0.7967479674796748,0.8965443605687808,0.977667493796526
37,0.6,0.9769230769230768,0.7246376811594203,0.6666666666666666,0.8461538461538461,0.6213859931776468,0.6213859931776468,0.0,0.5659722222222222,0.3333333333333333,0.4779061849232257,0.996,0.8771799752362651,0.0,1.0,0.6666666666666666,0.7820005835265561,0.9264349232012934
38,0.5,0.9076923076923076,0.6011560693641618,1.0,0.4615384615384615,0.548244144998249,0.548244144998249,0.4639999999999999,0.7673611111111112,0.5,0.5601331692379565,0.996268656716418,0.853458667486864,0.006,0.9925373134328358,0.6666666666666666,0.8707808776224528,0.98989898989899
39,1.0,0.9615384615384616,0.915129151291513,0.6666666666666666,0.7692307692307693,0.8434204439784528,0.8434204439784528,0.4639999999999999,0.7673611111111112,1.0,0.6041001257303691,0.996268656716418,0.8791030648303464,0.014,1.0,0.6666666666666666,0.8071408469742488,0.9586374695863747
40,0.4,0.946153846153846,0.6011560693641618,1.0,0.6923076923076923,0.2634728938227075,0.2634728938227075,0.4639999999999999,0.7673611111111112,1.0,0.5671423517524502,0.996268656716418,0.7842472226846826,0.0,1.0,0.7792207792207793,0.8600696331018929,0.9403341288782816
41,0.6,0.9923076923076924,0.7246376811594203,0.6666666666666666,0.6923076923076923,0.5763283339320413,0.5763283339320413,0.0,0.5659722222222222,0.75,0.5416252693162515,0.998,0.8770476810975232,0.0149253731343283,0.998,0.7050495516753185,0.8008411713430647,0.9421487603305786
42,0.7,0.9846153846153848,0.7246376811594203,0.6666666666666666,0.6153846153846154,0.5683620300561276,0.5683620300561276,0.0,0.5659722222222222,0.5,0.5827266621416016,0.998,0.8989171620407019,0.0186567164179104,0.998,0.6666666666666666,0.8067587538528631,0.9629629629629632
43,0.4,0.7076923076923076,0.048780487804878,1.0,0.3076923076923077,0.1799129837256505,0.1799129837256505,0.0,0.5659722222222222,0.0,0.4422362561903538,0.99,0.8083176299148289,0.0,1.0,0.6666666666666666,0.8432409381263748,0.9633251833740832
44,0.1,0.946153846153846,0.2753623188405797,0.6666666666666666,0.5384615384615384,0.2463565227166478,0.2463565227166478,0.4639999999999999,0.7673611111111112,0.0,0.4292273615162156,0.9664179104477612,0.6981479036123499,0.0,1.0,0.6826347305389222,0.8072549359749845,0.9090909090909092
45,0.8,1.0,0.3157894736842105,0.6666666666666666,0.6923076923076923,0.5036023854267355,0.5036023854267355,0.0,0.5659722222222222,1.0,0.6924417026411697,0.998,0.9417834394466256,0.0111940298507462,1.0,0.6666666666666666,0.8239269318320743,0.97865072587532
46,0.2,0.6461538461538461,0.2753623188405797,0.6666666666666666,0.4615384615384615,0.2456383995930215,0.2456383995930215,0.4639999999999999,0.7673611111111112,0.0,0.405700443612967,0.9925373134328358,0.7511298406201611,0.0,0.9888059701492538,0.6666666666666666,0.7648984867213188,0.9268292682926828
47,0.3,0.9846153846153848,0.3157894736842105,0.6666666666666666,0.6153846153846154,0.2353929037430069,0.2353929037430069,0.0,0.5659722222222222,0.0,0.4808295735391649,0.996,0.8690361327422941,0.0,0.998,0.6666666666666666,0.7924756161890907,0.9913043478260868
48,0.0,0.0,0.084870848708487,0.6666666666666666,0.4615384615384615,0.1141710976357197,0.1141710976357197,0.0,0.5659722222222222,0.0,0.3547299702668813,0.92,0.8132301587625648,0.0,0.942,0.6666666666666666,0.8230377904651996,0.9887834339948232
49,0.8,0.9538461538461538,0.6011560693641618,1.0,0.6923076923076923,0.7670070764562046,0.7670070764562046,0.4639999999999999,0.7673611111111112,1.0,0.5504743437994124,0.996268656716418,0.8761252686038838,0.008,1.0,0.6666666666666666,0.8551126568924072,0.977667493796526
50,0.2,0.0,0.084870848708487,0.6666666666666666,0.4615384615384615,0.1106977124387069,0.1106977124387069,0.0,0.5659722222222222,0.0,0.3510619931758258,0.996,0.9139187062551342,0.0,0.99,0.6666666666666666,0.7506746224568291,0.968058968058968
51,0.0,0.0,0.084870848708487,0.6666666666666666,0.4615384615384615,0.1111898899819068,0.1111898899819068,0.0,0.5659722222222222,0.0,0.3865695310195586,0.94,0.8345956019223402,0.0,0.952,0.6758620689655173,0.7857329652236212,0.977667493796526
52,0.0,0.0,0.084870848708487,0.6666666666666666,0.4615384615384615,0.1158160778696311,0.1158160778696311,0.0,0.5659722222222222,0.0,0.3552215448802334,0.968,0.8589811580211171,0.0,0.938,0.6888888888888889,0.8163774575723879,0.9874686716791982
53,0.1,0.7076923076923076,0.048780487804878,1.0,0.3076923076923077,0.1175072237080444,0.1175072237080444,0.0,0.5659722222222222,0.0,0.4224446193117074,0.982,0.8595147251655046,0.0,0.976,0.6806953339432753,0.8418547488660819,0.9493975903614458
54,0.1,0.946153846153846,0.2753623188405797,0.6666666666666666,0.5384615384615384,0.2479621260662597,0.2479621260662597,0.4639999999999999,0.7673611111111112,0.0,0.3862512728338347,0.9738805970149254,0.7757055703172725,0.0,0.9776119402985076,0.7176684881602914,0.8382664713887846,0.9375
55,0.8,0.9923076923076924,0.7246376811594203,0.6666666666666666,0.5384615384615384,0.7453908796886309,0.7453908796886309,0.0,0.5659722222222222,1.0,0.5780757934790572,0.998,0.8700352480935315,0.0186567164179104,1.0,0.7927565392354124,0.8919228624269185,0.9629629629629632
56,0.0,0.0,0.084870848708487,0.6666666666666666,0.4615384615384615,0.1089002227099801,0.1089002227099801,0.0,0.5659722222222222,0.0,0.2467244244343168,0.83,0.8022041123364835,0.0,0.954,0.6666666666666666,0.777976083034848,0.9421487603305786
57,0.2,0.9153846153846154,0.2753623188405797,0.6666666666666666,0.6153846153846154,0.2480263223542896,0.2480263223542896,0.4639999999999999,0.7673611111111112,0.5,0.4754629444990299,0.9925373134328358,0.795727201829766,0.0,0.9925373134328358,0.6900175131348512,0.8539488141141481,0.9629629629629632
58,0.5,0.9692307692307692,0.3988439306358381,1.0,0.6153846153846154,0.6138181775446504,0.6138181775446504,0.0,0.5659722222222222,0.0,0.4760308051818736,0.994,0.8038505930578701,0.0,0.998,0.6666666666666666,0.7854434481196186,0.9924433249370276
59,0.6,0.9846153846153848,0.7246376811594203,0.6666666666666666,0.6153846153846154,0.7521766196362696,0.7521766196362696,0.0,0.5659722222222222,1.0,0.5424447511253555,0.998,0.7652869637445271,0.003731343283582,1.0,0.6666666666666666,0.7776646357042377,0.9702970297029702
60,0.1,0.676923076923077,0.084870848708487,0.6666666666666666,0.5384615384615384,0.1753834240540974,0.1753834240540974,0.0,0.5659722222222222,0.0,0.3781563336042227,0.984,0.8579958161291464,0.0,0.988,0.6666666666666666,0.795306237268192,0.968058968058968
61,0.1,0.0,0.084870848708487,0.6666666666666666,0.4615384615384615,0.1067614575141777,0.1067614575141777,0.0,0.5659722222222222,0.0,0.1597532323077671,0.98,0.8066773132526701,0.0,0.994,0.6666666666666666,0.7150098635625071,0.9314420803782504
62,0.5,0.9846153846153848,0.2753623188405797,0.6666666666666666,0.6923076923076923,0.587353728971477,0.587353728971477,0.4639999999999999,0.7673611111111112,0.0,0.4525404477679566,0.9888059701492538,0.9088022220863092,0.002,0.9850746268656716,0.6666666666666666,0.8104048803422311,0.9309504467912266
63,0.1,0.7076923076923076,0.048780487804878,1.0,0.3076923076923077,0.1213544955729641,0.1213544955729641,0.0,0.5659722222222222,0.0,0.4351369266016786,0.994,0.8053064257085005,0.0,1.0,0.6666666666666666,0.8164715289335873,0.957983193277311
64,0.2,1.0,0.3157894736842105,0.6666666666666666,0.7692307692307693,0.2002746817216797,0.2002746817216797,0.0,0.5659722222222222,1.0,0.5880017776357307,0.998,0.8893994005443079,0.003731343283582,0.992,0.6950354609929077,0.8379208331608669,0.9913043478260868
65,0.3,0.9538461538461538,0.6011560693641618,1.0,0.6923076923076923,0.7449947698931516,0.7449947698931516,0.4639999999999999,0.7673611111111112,0.25,0.4441046820998091,0.9850746268656716,0.9116809284042467,0.004,0.9888059701492538,0.6666666666666666,0.8397700999874246,0.9629629629629632
66,0.1,0.7846153846153846,0.3988439306358381,1.0,0.6153846153846154,0.1365324163630886,0.1365324163630886,0.0,0.5659722222222222,0.25,0.3985866759440836,0.986,0.858511333175221,0.0,0.98,0.6666666666666666,0.8564384285515905,0.9974683544303796
67,0.6,0.9769230769230768,0.6011560693641618,1.0,0.6923076923076923,0.7458757504186823,0.7458757504186823,0.4639999999999999,0.7673611111111112,1.0,0.530200672610974,0.996268656716418,0.8104642275315965,0.0,1.0,0.6666666666666666,0.8421230954652205,1.0
68,0.7,0.9923076923076924,0.3988439306358381,1.0,0.6923076923076923,0.5053821913623819,0.5053821913623819,0.0,0.5659722222222222,0.0,0.4938141184849989,0.996,0.8071679970228297,0.0,1.0,0.6666666666666666,0.7882974883665741,0.9493975903614458
69,0.0,0.0,0.084870848708487,0.6666666666666666,0.4615384615384615,0.109582362025696,0.109582362025696,0.0,0.5659722222222222,0.0,0.3436514064765967,0.92,0.8506259072529874,0.0,0.91,0.6901669758812615,0.7961760175731923,0.9825436408977556
70,0.4,0.9769230769230768,0.3157894736842105,0.6666666666666666,0.5384615384615384,0.2497374832432628,0.2497374832432628,0.0,0.5659722222222222,0.0,0.4630840903168605,0.996,0.831858289547561,0.0,0.996,0.6873178960282166,0.8176020925558284,0.995655951346655
71,0.9,0.9615384615384616,0.915129151291513,0.6666666666666666,0.7692307692307693,0.8395466431745209,0.8395466431745209,0.4639999999999999,0.7673611111111112,1.0,0.6960156402357316,0.996268656716418,0.9260934651731724,0.028,1.0,0.7251461988304094,0.8474968923608764,0.9924433249370276
72,0.4,0.9076923076923076,0.3157894736842105,0.6666666666666666,0.3076923076923077,0.2423709701983692,0.2423709701983692,0.0,0.5659722222222222,1.0,0.6151233789433803,0.998,0.9010829713308516,0.003731343283582,1.0,0.7153284671532846,0.8506922211508423,0.9991281604184832
73,0.6,0.9076923076923076,0.6011560693641618,1.0,0.4615384615384615,0.2664208049952947,0.2664208049952947,0.4639999999999999,0.7673611111111112,0.0,0.4698540227828498,0.9850746268656716,0.8006879414159425,0.0,1.0,0.6666666666666666,0.770427474887404,0.9333333333333332
74,0.0,0.8846153846153846,0.7246376811594203,0.6666666666666666,0.6923076923076923,0.379986289173833,0.379986289173833,0.0,0.5659722222222222,0.0,0.43388998579754,0.978,0.7901035942041555,0.0,0.996,0.6853146853146853,0.8148559158498047,0.8988235294117646
75,0.0,0.8846153846153846,0.084870848708487,0.6666666666666666,0.6923076923076923,0.1176030482703689,0.1176030482703689,0.0,0.5659722222222222,0.0,0.3214827521143265,0.95,0.8532282085088314,0.0,0.946,0.6666666666666666,0.8121844334525931,1.0
76,0.0,0.0,0.084870848708487,0.6666666666666666,0.4615384615384615,0.1118232525050856,0.1118232525050856,0.0,0.5659722222222222,0.0,0.2784003765413324,0.874,0.7398142491189708,0.0,0.994,0.6666666666666666,0.7635652495860298,0.9355102040816328
77,0.4,0.7846153846153846,0.3988439306358381,1.0,0.6153846153846154,0.1658705190675597,0.1658705190675597,0.0,0.5659722222222222,0.0,0.3310052539471168,0.994,0.8657761189797826,0.0,0.994,0.6666666666666666,0.8210667490728383,0.9629629629629632
78,0.2,0.8846153846153846,0.084870848708487,0.6666666666666666,0.6923076923076923,0.159847897845923,0.159847897845923,0.0,0.5659722222222222,0.25,0.4429866992847563,0.994,0.8708989890892949,0.003731343283582,0.98,0.6666666666666666,0.8373884360626406,0.9825436408977556
79,0.3,0.9307692307692308,0.2753623188405797,0.6666666666666666,0.3846153846153846,0.4682989049084125,0.4682989049084125,0.4639999999999999,0.7673611111111112,0.3333333333333333,0.2323659209576111,0.9776119402985076,0.8526508809775942,0.0,0.9888059701492538,0.6666666666666666,0.7178381896614047,0.85838779956427
80,0.0,0.0,0.084870848708487,0.6666666666666666,0.4615384615384615,0.1178585060529007,0.1178585060529007,0.0,0.5659722222222222,0.0,0.3410536370659494,0.96,0.8680612204463735,0.0,0.906,0.6666666666666666,0.8128562254052287,0.9401148482362592
81,0.0,0.0,0.084870848708487,0.6666666666666666,0.4615384615384615,0.1156380875730407,0.1156380875730407,0.0,0.5659722222222222,0.0,0.3878860878314578,0.968,0.8441983697880187,0.0,0.98,0.6666666666666666,0.7896877478604974,0.9314420803782504
82,0.0,0.0,0.084870848708487,0.6666666666666666,0.4615384615384615,0.1066533369476804,0.1066533369476804,0.0,0.5659722222222222,0.0,0.1201567571527328,0.978,0.7927954203538062,0.0,0.994,0.6666666666666666,0.7055289018380397,0.8893905191873589
83,0.4,0.7846153846153846,0.3988439306358381,1.0,0.6153846153846154,0.1860601747151222,0.1860601747151222,0.0,0.5659722222222222,0.5,0.4312220058116743,0.996,0.8251770543166042,0.003731343283582,0.994,0.7119617224880382,0.8807166187620519,0.9887834339948232
84,0.0,0.0,0.084870848708487,0.6666666666666666,0.4615384615384615,0.1133402069644123,0.1133402069644123,0.0,0.5659722222222222,0.0,0.2834690945984086,0.934,0.8518150277488641,0.0,0.93,0.6666666666666666,0.8163006397101998,0.9874686716791982
85,0.6,0.9692307692307692,0.2753623188405797,0.6666666666666666,0.4615384615384615,0.3609494670355287,0.3609494670355287,0.4639999999999999,0.7673611111111112,0.0,0.4443362007767489,0.9925373134328358,0.8189338641684649,0.0,1.0,0.6666666666666666,0.7555926332856999,0.896551724137931
86,0.4,0.9,0.084870848708487,0.6666666666666666,0.6153846153846154,0.1673449998482895,0.1673449998482895,0.0,0.5659722222222222,0.4,0.4082660437839432,0.988,0.8467682497359658,0.003731343283582,0.988,0.725925925925926,0.8464074182165049,0.9836065573770492
87,0.5,0.9538461538461538,0.3988439306358381,1.0,0.7692307692307693,0.7131562674210722,0.7131562674210722,0.0,0.5659722222222222,0.0,0.4772381454272336,0.994,0.8205354143521562,0.0,0.998,0.6666666666666666,0.8059664935305001,0.98989898989899
88,0.0,0.676923076923077,0.084870848708487,0.6666666666666666,0.5384615384615384,0.1400534554982098,0.1400534554982098,0.0,0.5659722222222222,0.0,0.3169423593768224,0.97,0.8401923459701746,0.0,0.958,0.7119617224880382,0.8209982921196751,0.9924433249370276
89,0.4,0.9846153846153848,0.2753623188405797,0.6666666666666666,0.8461538461538461,0.2563208288251253,0.2563208288251253,0.4639999999999999,0.7673611111111112,0.5,0.5111919992194263,0.996268656716418,0.832192074738152,0.0,0.9925373134328358,0.6046511627906977,0.8190537409749674,0.9677419354838712
90,0.0,0.0,0.084870848708487,0.6666666666666666,0.4615384615384615,0.116939924721895,0.116939924721895,0.0,0.5659722222222222,0.0,0.3335783568920091,0.924,0.859758560814138,0.0,0.898,0.6666666666666666,0.8032804386338577,0.9638351555929352
91,0.0,0.0,0.084870848708487,0.6666666666666666,0.4615384615384615,0.1081349726341136,0.1081349726341136,0.0,0.5659722222222222,0.0,0.286245152187041,0.918,0.8280505931687685,0.0,0.962,0.6666666666666666,0.7698668715241996,0.9827586206896552
92,0.3,0.9538461538461538,0.3988439306358381,1.0,1.0,0.2419296430550837,0.2419296430550837,0.0,0.5659722222222222,0.25,0.4631375784217039,0.996,0.8208676948507694,0.0,0.99,0.7453849991684683,0.8314717183140632,0.9447650453421268
93,0.1,0.7846153846153846,0.3988439306358381,1.0,0.6153846153846154,0.3543988715784456,0.3543988715784456,0.0,0.5659722222222222,0.0,0.4264835853770196,0.986,0.8026677403751514,0.0,0.996,0.696629213483146,0.8345271603271844,0.9629629629629632
94,0.8,1.0,0.6842105263157895,0.6666666666666666,0.6153846153846154,0.7619916746015316,0.7619916746015316,0.4639999999999999,0.7673611111111112,1.0,0.6273535874015892,0.996268656716418,0.9169436001999364,0.012,1.0,0.6666666666666666,0.7878844104665224,0.9219629927594528
95,0.1,0.9,0.3157894736842105,0.6666666666666666,0.4615384615384615,0.1726310660131841,0.1726310660131841,0.0,0.5659722222222222,0.0,0.4772794248655484,0.99,0.8227750393465152,0.0,0.994,0.6666666666666666,0.7948015865526256,0.9355102040816328
96,0.2,0.9769230769230768,0.7246376811594203,0.6666666666666666,0.8461538461538461,0.5893023307256882,0.5893023307256882,0.0,0.5659722222222222,0.3333333333333333,0.4399044579514587,0.982,0.7872114163310754,0.0149253731343283,0.998,0.7015182344654876,0.8707427208738412,0.9629629629629632
97,0.1,0.8846153846153846,0.084870848708487,0.6666666666666666,0.6923076923076923,0.1201909394651774,0.1201909394651774,0.0,0.5659722222222222,0.0,0.4188232743463452,0.982,0.885929567816706,0.0,0.926,0.6666666666666666,0.828060297959219,0.968058968058968
98,0.0,0.0,0.084870848708487,0.6666666666666666,0.4615384615384615,0.1083103469603734,0.1083103469603734,0.0,0.5659722222222222,0.0,0.3285494192293502,0.914,0.8205942599076187,0.0,0.956,0.6758620689655173,0.7903169225728709,0.9268292682926828
99,0.1,0.0,0.084870848708487,0.6666666666666666,0.4615384615384615,0.1269408831109516,0.1269408831109516,0.0,0.5659722222222222,0.0,0.4203808747895842,0.99,0.8458026624484729,0.0,0.998,0.6853146853146853,0.8742550731662055,1.0
100,0.6,0.946153846153846,0.6011560693641618,1.0,0.6153846153846154,0.3832521627806681,0.3832521627806681,0.4639999999999999,0.7673611111111112,0.0,0.4447324400101851,0.9925373134328358,0.853887454807718,0.0,0.996268656716418,0.7027027027027026,0.7703696107883029,0.8934240362811791
101,0.3,0.6461538461538461,0.2753623188405797,0.6666666666666666,0.4615384615384615,0.281469031071201,0.281469031071201,0.4639999999999999,0.7673611111111112,0.5,0.4523628761717456,0.9776119402985076,0.720858964870284,0.002,1.0,0.6666666666666666,0.7888587052483501,0.9940119760479044
102,0.1,0.9769230769230768,0.3157894736842105,0.6666666666666666,0.3076923076923077,0.1680899347513873,0.1680899347513873,0.0,0.5659722222222222,0.0,0.4716936342304882,0.994,0.889661122638365,0.0,0.984,0.6666666666666666,0.7648057561456326,0.9743589743589742
