Row,selection0,selection1
178,,knn
179,,knn
180,logreg,logreg
181,,knn
182,logreg,logreg
183,logreg,logreg
184,logreg,logreg
185,logreg,logreg
186,logreg,logreg
187,logreg,logreg
188,logreg,logreg
189,logreg,logreg
190,,knn
191,logreg,logreg
192,logreg,logreg
193,logreg,logreg
194,logreg,logreg
195,logreg,logreg
196,,knn
197,,knn
198,logreg,logreg
199,logreg,logreg
200,logreg,logreg
201,logreg,logreg
202,logreg,logreg
203,,knn
204,logreg,logreg
205,logreg,logreg
206,logreg,logreg
207,logreg,logreg
208,logreg,logreg
209,logreg,logreg
210,logreg,logreg
211,logreg,logreg
212,logreg,logreg
213,logreg,logreg
214,logreg,logreg
215,logreg,logreg
216,rf,rf
217,logreg,logreg
218,logreg,logreg
219,logreg,logreg
220,logreg,logreg
221,logreg,logreg
222,rf,rf
223,rf,rf
224,logreg,logreg
225,,knn
226,,knn
227,logreg,logreg
228,logreg,logreg
229,logreg,logreg
230,logreg,logreg
231,logreg,logreg
232,rf,rf
233,logreg,logreg
234,logreg,logreg
235,logreg,logreg
236,logreg,logreg
237,logreg,logreg
238,logreg,logreg
239,logreg,logreg
240,logreg,logreg
241,tree,tree
242,logreg,logreg
243,,knn
244,,knn
245,logreg,logreg
246,logreg,logreg
247,logreg,logreg
248,logreg,logreg
249,logreg,logreg
250,logreg,logreg
251,logreg,logreg
252,logreg,logreg
253,,knn
254,,knn
255,logreg,logreg
256,logreg,logreg
257,logreg,logreg
258,logreg,logreg
259,logreg,logreg
260,logreg,logreg
261,logreg,logreg
262,,knn
263,logreg,logreg
264,,knn
265,logreg,logreg
266,,knn
267,logreg,logreg
268,logreg,logreg
269,logreg,logreg
270,logreg,logreg
271,logreg,logreg
272,logreg,logreg
273,logreg,logreg
274,logreg,logreg
275,logreg,logreg
276,logreg,logreg
277,logreg,logreg
278,logreg,logreg
279,,knn
280,logreg,logreg
281,logreg,logreg
282,,knn
283,logreg,logreg
284,logreg,logreg
285,logreg,logreg
286,logreg,logreg
287,logreg,logreg
288,,knn
289,,knn
290,,knn
291,,knn
292,logreg,logreg
293,logreg,logreg
294,logreg,logreg
295,logreg,logreg
296,logreg,logreg
297,logreg,logreg
298,logreg,logreg
299,logreg,logreg
300,logreg,logreg
301,logreg,logreg
302,logreg,logreg
303,logreg,logreg
304,logreg,logreg
305,logreg,logreg
306,,knn
307,logreg,logreg
308,logreg,logreg
309,logreg,logreg
310,logreg,logreg
311,logreg,logreg
312,logreg,logreg
313,logreg,logreg
314,logreg,logreg
315,logreg,logreg
316,logreg,logreg
317,logreg,logreg
318,logreg,logreg
319,,knn
320,logreg,logreg
321,logreg,logreg
322,,knn
323,logreg,logreg
324,,knn
325,logreg,logreg
326,logreg,logreg
327,logreg,logreg
328,logreg,logreg
329,,knn
330,logreg,logreg
331,logreg,logreg
332,logreg,logreg
333,,knn
334,,knn
335,logreg,logreg
336,,knn
337,logreg,logreg
338,logreg,logreg
339,,knn
340,logreg,logreg
341,logreg,logreg
342,tree,tree
343,logreg,logreg
344,logreg,logreg
345,logreg,logreg
346,logreg,logreg
347,logreg,logreg
348,logreg,logreg
349,logreg,logreg
350,logreg,logreg
351,logreg,logreg
352,logreg,logreg
353,logreg,logreg
354,logreg,logreg
355,logreg,logreg
356,logreg,logreg
357,logreg,logreg
358,logreg,logreg
359,logreg,logreg
360,logreg,logreg
361,logreg,logreg
362,logreg,logreg
363,logreg,logreg
364,logreg,logreg
365,logreg,logreg
366,,knn
367,logreg,logreg
368,logreg,logreg
369,logreg,logreg
370,,knn
371,,knn
372,logreg,logreg
373,logreg,logreg
374,logreg,logreg
375,logreg,logreg
376,,knn
377,logreg,logreg
378,logreg,logreg
379,logreg,logreg
380,logreg,logreg
381,logreg,logreg
382,logreg,logreg
383,logreg,logreg
384,logreg,logreg
385,logreg,logreg
386,logreg,logreg
387,logreg,logreg
388,logreg,logreg
389,logreg,logreg
390,logreg,logreg
391,logreg,logreg
392,logreg,logreg
393,logreg,logreg
394,logreg,logreg
395,logreg,logreg
396,logreg,logreg
397,,knn
398,logreg,logreg
399,logreg,logreg
400,,knn
401,logreg,logreg
402,logreg,logreg
403,logreg,logreg
404,logreg,logreg
405,logreg,logreg
406,logreg,logreg
407,logreg,logreg
408,logreg,logreg
409,logreg,logreg
410,logreg,logreg
411,logreg,logreg
412,logreg,logreg
413,logreg,logreg
414,logreg,logreg
415,logreg,logreg
416,logreg,logreg
417,logreg,logreg
418,logreg,logreg
419,logreg,logreg
420,logreg,logreg
421,logreg,logreg
422,logreg,logreg
423,logreg,logreg
424,logreg,logreg
425,logreg,logreg
426,logreg,logreg
427,logreg,logreg
428,logreg,logreg
429,logreg,logreg
430,logreg,logreg
431,logreg,logreg
432,logreg,logreg
433,,knn
434,logreg,logreg
435,logreg,logreg
436,logreg,logreg
437,logreg,logreg
438,logreg,logreg
439,logreg,logreg
440,logreg,logreg
441,logreg,logreg
442,logreg,logreg
443,logreg,logreg
444,logreg,logreg
445,logreg,logreg
446,logreg,logreg
447,logreg,logreg
448,logreg,logreg
449,logreg,logreg
450,logreg,logreg
451,logreg,logreg
452,logreg,logreg
453,logreg,logreg
454,logreg,logreg
455,logreg,logreg
456,logreg,logreg
457,logreg,logreg
458,logreg,logreg
459,logreg,logreg
460,logreg,logreg
461,logreg,logreg
462,logreg,logreg
463,,knn
464,logreg,logreg
465,logreg,logreg
466,logreg,logreg
467,logreg,logreg
468,logreg,logreg
469,,knn
470,logreg,logreg
471,logreg,logreg
472,logreg,logreg
473,logreg,logreg
474,logreg,logreg
475,logreg,logreg
476,,knn
477,logreg,logreg
478,logreg,logreg
479,logreg,logreg
480,logreg,logreg
481,logreg,logreg
482,logreg,logreg
483,logreg,logreg
484,logreg,logreg
485,logreg,logreg
486,logreg,logreg
487,logreg,logreg
488,logreg,logreg
489,logreg,logreg
490,logreg,logreg
491,logreg,logreg
492,logreg,logreg
493,logreg,logreg
494,logreg,logreg
495,logreg,logreg
496,logreg,logreg
497,logreg,logreg
498,logreg,logreg
499,logreg,logreg
500,logreg,logreg
501,logreg,logreg
502,logreg,logreg
503,logreg,logreg
504,knn,knn
505,logreg,logreg
506,logreg,logreg
507,logreg,logreg
508,logreg,logreg
509,svm_rbf,svm_rbf
510,,knn
511,,knn
512,logreg,logreg
513,knn,knn
514,,knn
515,logreg,logreg
516,logreg,logreg
517,knn,knn
518,logreg,logreg
519,knn,knn
520,knn,knn
521,svm_rbf,svm_rbf
522,svm_rbf,svm_rbf
523,logreg,logreg
524,knn,knn
525,logreg,logreg
526,logreg,logreg
527,,knn
528,logreg,logreg
529,logreg,logreg
530,,knn
531,knn,knn
532,rf,rf
533,logreg,logreg
534,logreg,logreg
535,logreg,logreg
536,knn,knn
537,knn,knn
538,,knn
539,knn,knn
540,,knn
541,,knn
542,logreg,logreg
543,nb,nb
544,,knn
545,logreg,logreg
546,,knn
547,logreg,logreg
548,logreg,logreg
549,svm_rbf,svm_rbf
550,rf,rf
551,logreg,logreg
552,,knn
553,,knn
554,logreg,logreg
555,logreg,logreg
556,logreg,logreg
557,logreg,logreg
558,logreg,logreg
559,logreg,logreg
560,logreg,logreg
561,,knn
562,logreg,logreg
563,tree,tree
564,logreg,logreg
565,logreg,logreg
566,logreg,logreg
567,logreg,logreg
568,logreg,logreg
569,,knn
570,logreg,logreg
571,logreg,logreg
572,logreg,logreg
573,,knn
574,logreg,logreg
575,knn,knn
576,,knn
577,,knn
578,logreg,logreg
579,logreg,logreg
580,logreg,logreg
581,logreg,logreg
582,rf,rf
583,logreg,logreg
584,logreg,logreg
585,logreg,logreg
586,logreg,logreg
587,rf,rf
588,logreg,logreg
589,logreg,logreg
590,logreg,logreg
591,logreg,logreg
592,logreg,logreg
593,logreg,logreg
594,,knn
595,logreg,logreg
596,logreg,logreg
597,,knn
598,logreg,logreg
599,logreg,logreg
600,logreg,logreg
601,logreg,logreg
602,logreg,logreg
603,logreg,logreg
604,logreg,logreg
605,logreg,logreg
606,logreg,logreg
607,logreg,logreg
608,logreg,logreg
609,logreg,logreg
610,logreg,logreg
611,logreg,logreg
612,logreg,logreg
613,rf,rf
614,logreg,logreg
615,logreg,logreg
616,logreg,logreg
617,logreg,logreg
618,logreg,logreg
619,rf,rf
620,logreg,logreg
621,logreg,logreg
622,logreg,logreg
623,,knn
624,logreg,logreg
625,,knn
626,logreg,logreg
627,logreg,logreg
628,logreg,logreg
629,logreg,logreg
630,logreg,logreg
631,logreg,logreg
632,logreg,logreg
633,logreg,logreg
634,logreg,logreg
635,logreg,logreg
636,logreg,logreg
637,logreg,logreg
638,logreg,logreg
639,logreg,logreg
640,,knn
641,,knn
642,logreg,logreg
643,logreg,logreg
644,logreg,logreg
645,,knn
646,logreg,logreg
647,logreg,logreg
648,logreg,logreg
649,logreg,logreg
650,logreg,logreg
651,logreg,logreg
652,logreg,logreg
653,logreg,logreg
654,logreg,logreg
655,logreg,logreg
656,logreg,logreg
657,logreg,logreg
658,logreg,logreg
659,logreg,logreg
660,logreg,logreg
661,logreg,logreg
662,logreg,logreg
663,logreg,logreg
664,logreg,logreg
665,logreg,logreg
666,logreg,logreg
667,logreg,logreg
668,,knn
669,logreg,logreg
670,,knn
671,logreg,logreg
672,logreg,logreg
673,logreg,logreg
674,logreg,logreg
675,logreg,logreg
676,logreg,logreg
677,logreg,logreg
678,logreg,logreg
679,logreg,logreg
680,logreg,logreg
681,,knn
682,logreg,logreg
683,logreg,logreg
684,logreg,logreg
685,logreg,logreg
686,logreg,logreg
687,logreg,logreg
688,logreg,logreg
689,logreg,logreg
690,logreg,logreg
691,logreg,logreg
692,logreg,logreg
693,logreg,logreg
694,logreg,logreg
695,logreg,logreg
696,,knn
697,logreg,logreg
698,logreg,logreg
699,logreg,logreg
700,logreg,logreg
701,logreg,logreg
702,logreg,logreg
703,logreg,logreg
704,logreg,logreg
705,logreg,logreg
706,logreg,logreg
707,logreg,logreg
708,logreg,logreg
709,,knn
710,logreg,logreg
711,logreg,logreg
712,logreg,logreg
713,,knn
714,logreg,logreg
715,logreg,logreg
716,logreg,logreg
717,logreg,logreg
718,logreg,logreg
719,logreg,logreg
720,logreg,logreg
721,logreg,logreg
722,logreg,logreg
723,logreg,logreg
724,logreg,logreg
725,logreg,logreg
726,logreg,logreg
727,logreg,logreg
728,logreg,logreg
729,logreg,logreg
730,logreg,logreg
731,logreg,logreg
732,logreg,logreg
733,,knn
734,logreg,logreg
735,logreg,logreg
736,logreg,logreg
737,logreg,logreg
738,logreg,logreg
739,logreg,logreg
740,logreg,logreg
741,logreg,logreg
742,logreg,logreg
743,logreg,logreg
744,logreg,logreg
745,logreg,logreg
746,logreg,logreg
747,logreg,logreg
748,logreg,logreg
