Row,DS,CLD,N1,LSC,Harmfulness,F4
30,1.0,0.3086813208977665,1.0,0.9982456140350876,0.0056179775280898,0.7679999999999999
31,0.86,0.5107190410045214,1.0,0.9982456140350876,0.0056179775280898,0.9230769230769232
32,0.9,0.6157672536828346,0.0,0.9775280898876404,0.0017543859649122,0.8135593220338984
33,0.9,0.6157672536828346,0.0,0.9775280898876404,0.0,0.8135593220338984
34,0.98,0.6564371476660635,0.25,0.99438202247191,0.0,0.8
35,0.86,0.5335291447596399,0.5,0.9964912280701754,0.0,0.8727272727272728
36,0.98,0.689048506803345,0.5,0.99438202247191,0.0,0.8135593220338984
37,1.0,0.5389248086557279,0.75,0.9887640449438202,0.0017543859649122,0.9696969696969696
38,0.92,0.74029915251111,0.6666666666666666,0.99438202247191,0.0035087719298245,0.7428571428571428
39,0.96,0.4885489228692798,0.6666666666666666,0.99438202247191,0.0070175438596491,0.9320388349514562
40,1.0,0.7202279389909729,1.0,0.99438202247191,0.0017543859649122,0.7741935483870969
41,0.96,0.5099227297854877,0.5,0.99438202247191,0.0017543859649122,0.9696969696969696
42,0.94,0.2493609847575681,1.0,0.9964912280701754,0.0056179775280898,0.7384615384615385
43,0.94,0.7506390152424318,0.0,0.99438202247191,0.0,0.7384615384615385
44,0.94,0.2493609847575681,1.0,0.9964912280701754,0.0393258426966292,0.7384615384615385
45,0.92,0.4582061465525963,0.5,0.9831460674157304,0.0017543859649122,0.9450549450549448
46,0.98,0.6570343276718265,0.0,0.99438202247191,0.0017543859649122,0.8135593220338984
47,1.0,0.3439440068749142,1.0,0.9982456140350876,0.0168539325842696,0.8727272727272726
48,0.96,0.2437537735496582,0.5,0.9912280701754386,0.0,0.7027027027027026
49,0.96,0.2437537735496582,0.0,0.9912280701754386,0.0,0.7027027027027026
50,0.96,0.2437537735496582,0.0,0.9912280701754386,0.0,0.7027027027027026
51,0.98,0.4228670635314949,0.6666666666666666,0.9982456140350876,0.0224719101123595,0.9600000000000002
52,0.98,0.577132936468505,0.0,0.99438202247191,0.0052631578947368,0.9600000000000002
53,0.98,0.2625217699203754,0.0,0.9982456140350876,0.0056179775280898,0.7741935483870969
54,0.98,0.4590369141111003,1.0,0.9982456140350876,0.0056179775280898,0.979591836734694
55,1.0,0.7540061932265802,0.0,0.9662921348314608,0.0,0.7428571428571428
56,0.92,0.4586844796616458,0.0,0.9831460674157304,0.0,0.9247311827956988
57,0.98,0.6925156171118494,0.5,0.99438202247191,0.0052631578947368,0.8
58,0.98,0.7178482679855943,0.5,0.99438202247191,0.0035087719298245,0.8135593220338984
59,0.86,0.5320988426853771,0.0,0.9947368421052633,0.0,0.8686868686868686
60,1.0,0.2621093265680907,0.6666666666666666,0.9982456140350876,0.0056179775280898,0.7679999999999999
61,1.0,0.2818380785481692,1.0,0.9982456140350876,0.0168539325842696,0.8205128205128205
62,0.8200000000000001,0.6916880095945522,0.0,0.9775280898876404,0.0,0.8648648648648649
63,1.0,0.3783080880476723,0.0,0.9947368421052633,0.0056179775280898,0.9896907216494848
64,0.96,0.7541674944860703,0.4,0.9775280898876404,0.0,0.7428571428571428
65,0.96,0.7597751671311685,0.5,0.99438202247191,0.0017543859649122,0.7027027027027026
66,0.86,0.5327098999293914,0.5,0.9982456140350876,0.0056179775280898,0.8686868686868686
67,0.96,0.7581293157736716,0.7777777777777778,0.99438202247191,0.0035087719298245,0.7272727272727273
68,0.98,0.2380842467513519,0.0,0.9964912280701754,0.0,0.6771653543307087
69,1.0,0.2790831268360978,0.6666666666666666,0.9982456140350876,0.0112359550561797,0.7933884297520662
70,0.96,0.3331004011891711,0.0,0.987719298245614,0.0,0.9896907216494844
71,0.9,0.2417122993334581,0.6666666666666666,0.9947368421052633,0.0,0.7384615384615385
72,0.9,0.2417122993334581,1.0,0.9929824561403509,0.0,0.7384615384615385
73,0.92,0.4622942982722008,0.3333333333333333,0.99438202247191,0.0035087719298245,0.8865979381443299
74,0.88,0.2439458558098621,0.2307692307692307,0.9982456140350876,0.0168539325842696,0.7027027027027026
75,0.88,0.7560541441901378,1.0,0.9831460674157304,0.0052631578947368,0.7027027027027026
76,0.88,0.7560541441901378,1.0,0.9887640449438202,0.0070175438596491,0.7027027027027026
77,0.9,0.7582877006665418,0.0,0.99438202247191,0.0087719298245614,0.7384615384615385
78,0.88,0.2439458558098621,0.0,0.9982456140350876,0.0,0.7027027027027026
79,0.88,0.2439458558098621,0.0,0.9982456140350876,0.0,0.7027027027027026
80,0.88,0.2439458558098621,0.0,0.9982456140350876,0.0,0.7027027027027026
81,0.98,0.7413832134893015,0.5,0.99438202247191,0.0,0.7804878048780488
82,0.9,0.2417122993334581,1.0,0.9947368421052633,0.0056179775280898,0.7384615384615385
83,0.9,0.2417122993334581,1.0,0.9947368421052633,0.0,0.7384615384615385
84,0.9,0.2417122993334581,1.0,0.9947368421052633,0.0,0.7384615384615385
85,0.96,0.7389335862233216,0.25,0.9887640449438202,0.0,0.8135593220338984
86,0.96,0.2610664137766784,0.0,0.9982456140350876,0.0112359550561797,0.8135593220338984
87,0.84,0.2404988980957347,0.0,0.9912280701754386,0.0,0.7428571428571428
88,0.84,0.2404988980957347,0.0,0.9929824561403509,0.0168539325842696,0.7428571428571428
89,0.84,0.2404988980957347,0.0,0.9912280701754386,0.0,0.7428571428571428
90,0.8200000000000001,0.7203854989343407,0.0,0.9719101123595506,0.0,0.8648648648648649
91,0.84,0.7595011019042652,1.0,0.99438202247191,0.0105263157894736,0.7428571428571428
92,0.84,0.2404988980957347,0.0,0.9929824561403509,0.0,0.7428571428571428
93,0.84,0.2404988980957347,0.0,0.9929824561403509,0.0,0.7428571428571428
94,0.84,0.2404988980957347,0.0,0.9929824561403509,0.0,0.7428571428571428
95,0.84,0.3100716213879264,0.0,0.9789473684210528,0.0,0.9629629629629632
96,0.98,0.2782474513718965,0.5,0.9982456140350876,0.0056179775280898,0.8135593220338984
97,0.86,0.5371382618029066,0.0,0.9912280701754386,0.0,0.8865979381443299
98,1.0,0.6610545808765462,1.0,0.99438202247191,0.0035087719298245,0.8888888888888888
99,1.0,0.7615435888482297,0.5,0.99438202247191,0.0035087719298245,0.7428571428571428
100,0.98,0.7270414225607672,1.0,0.99438202247191,0.0035087719298245,0.8
101,0.8200000000000001,0.6953185475334931,0.0,0.9775280898876404,0.0,0.8571428571428572
102,1.0,0.5193455572197678,0.5,0.9887640449438202,0.0035087719298245,0.8190476190476191
103,0.98,0.3379337514804332,0.6666666666666666,0.9982456140350876,0.0112359550561797,0.9056603773584908
104,0.96,0.2476482490265398,0.0,0.9947368421052633,0.0,0.8
105,0.96,0.2476482490265398,0.0,0.9947368421052633,0.0,0.8
106,0.96,0.5371512649833212,1.0,0.9982456140350876,0.0168539325842696,0.8865979381443299
107,0.84,0.2862045933422199,0.0,0.9964912280701754,0.0,0.9142857142857144
108,0.96,0.2470798665774636,0.3333333333333333,0.9964912280701754,0.0056179775280898,0.8
109,0.98,0.240084200484115,0.5,0.9964912280701754,0.0,0.7272727272727273
110,0.84,0.3668151143592921,0.5,0.9982456140350876,0.0,0.8727272727272728
111,0.98,0.7551955040695564,0.0,0.99438202247191,0.0017543859649122,0.7804878048780488
112,0.98,0.3344818102123716,0.3333333333333333,0.9982456140350876,0.0056179775280898,0.9600000000000002
113,0.98,0.2448044959304436,1.0,0.9982456140350876,0.0056179775280898,0.7804878048780488
114,0.8200000000000001,0.6981331322767632,0.5,0.99438202247191,0.0,0.9056603773584908
115,0.9,0.4397324192615437,0.6666666666666666,0.9982456140350876,0.0112359550561797,0.8037383177570093
116,0.74,0.5420906298817527,0.0,0.9929824561403509,0.0,0.9662921348314606
117,0.8200000000000001,0.7259565838875466,1.0,0.99438202247191,0.0,0.9600000000000002
118,0.98,0.4104026901557562,1.0,0.9982456140350876,0.0056179775280898,0.8971962616822431
119,0.96,0.264672980668458,0.5,0.9982456140350876,0.0056179775280898,0.9320388349514562
120,1.0,0.6021445102570466,1.0,0.99438202247191,0.0175438596491228,0.7889908256880733
121,1.0,0.7600728746585019,0.8333333333333334,0.99438202247191,0.0087719298245614,0.7384615384615385
122,1.0,0.7558550364863019,0.75,0.99438202247191,0.0070175438596491,0.8
123,0.98,0.7439708529109861,0.0,0.9887640449438202,0.0017543859649122,0.9142857142857144
124,1.0,0.7544242599746415,0.5,0.99438202247191,0.0035087719298245,0.8495575221238937
125,0.9,0.240055611115895,0.4,0.9964912280701754,0.0,0.8
126,0.96,0.2452221362552811,0.5,0.9982456140350876,0.0056179775280898,0.8571428571428572
127,0.8200000000000001,0.7015516898777612,0.5,0.9887640449438202,0.0017543859649122,0.9600000000000002
128,0.9,0.240055611115895,1.0,0.9964912280701754,0.0056179775280898,0.8
129,0.8200000000000001,0.7028239650885382,0.5,0.9887640449438202,0.0105263157894736,0.9795918367346936
130,0.98,0.7558296330345247,0.5555555555555556,0.99438202247191,0.0017543859649122,0.7058823529411765
131,1.0,0.2436330731244114,1.0,0.9982456140350876,0.0,0.8135593220338984
132,0.9,0.426761894408495,0.0,0.9824561403508772,0.0,0.8037383177570093
133,0.98,0.2441703669654753,0.0,0.9982456140350876,0.0056179775280898,0.7058823529411765
134,0.96,0.2550135700337472,1.0,0.9982456140350876,0.0112359550561797,0.8648648648648649
135,0.9,0.3876080182649384,0.0,0.9947368421052633,0.0,0.7889908256880733
136,0.78,0.2395838530378295,0.5,0.9929824561403509,0.0,0.7559055118110237
137,0.96,0.244076480193515,0.0,0.9947368421052633,0.0,0.8807339449541286
138,0.9,0.4232922132650831,0.0,0.987719298245614,0.0,0.8037383177570093
139,0.84,0.2012220529859519,0.0,0.9947368421052633,0.0,0.8666666666666667
140,0.88,0.2441564068582127,0.3333333333333333,0.9947368421052633,0.0,0.7111111111111111
141,0.84,0.3142031225819031,0.0,0.987719298245614,0.0,0.8
142,0.96,0.4995359543961064,0.0,0.9789473684210528,0.0,0.8349514563106797
143,0.96,0.2365441868783648,0.5,0.9964912280701754,0.0056179775280898,0.7428571428571428
144,0.96,0.2365441868783648,1.0,0.9964912280701754,0.0,0.7428571428571428
145,0.98,0.7592807922470779,0.0,0.99438202247191,0.0052631578947368,0.7428571428571428
146,0.96,0.7634558131216351,0.0,0.99438202247191,0.0052631578947368,0.7428571428571428
147,1.0,0.2246370731585136,0.0,0.9929824561403509,0.0,0.787878787878788
148,0.88,0.2441564068582127,1.0,0.9947368421052633,0.0112359550561797,0.7111111111111111
149,0.88,0.7558435931417873,0.0,0.99438202247191,0.0070175438596491,0.7111111111111111
150,0.88,0.2441564068582127,1.0,0.9929824561403509,0.0,0.7111111111111111
151,1.0,0.7341478715650218,1.0,0.99438202247191,0.0175438596491228,0.9230769230769232
152,1.0,0.2533345434870885,1.0,0.9982456140350876,0.0056179775280898,0.8971962616822429
153,0.98,0.3953058278569976,0.5,0.9982456140350876,0.0056179775280898,0.7889908256880733
154,0.36,0.746286456867346,0.5,0.99438202247191,0.0,0.7027027027027026
155,0.36,0.253713543132654,1.0,0.9947368421052633,0.0,0.7027027027027026
156,0.36,0.253713543132654,1.0,0.9947368421052633,0.0,0.7027027027027026
157,0.36,0.253713543132654,1.0,0.9929824561403509,0.0,0.7027027027027026
158,0.36,0.253713543132654,1.0,0.9947368421052633,0.0,0.7027027027027026
159,0.36,0.253713543132654,1.0,0.980701754385965,0.0,0.7027027027027026
160,0.36,0.253713543132654,1.0,0.9824561403508772,0.0,0.7027027027027026
161,0.36,0.253713543132654,1.0,0.980701754385965,0.0,0.7027027027027026
162,0.36,0.253713543132654,1.0,0.980701754385965,0.0,0.7027027027027026
163,0.36,0.253713543132654,1.0,0.9824561403508772,0.0337078651685393,0.7027027027027026
164,0.36,0.746286456867346,0.0,0.99438202247191,0.0228070175438596,0.7027027027027026
165,0.36,0.746286456867346,0.0,0.99438202247191,0.0,0.7027027027027026
166,0.36,0.746286456867346,0.0,0.99438202247191,0.0245614035087719,0.7027027027027026
167,0.36,0.253713543132654,1.0,0.9824561403508772,0.0,0.7027027027027026
168,0.36,0.253713543132654,1.0,0.9824561403508772,0.0,0.7027027027027026
169,0.36,0.253713543132654,1.0,0.9824561403508772,0.0,0.7027027027027026
170,0.36,0.253713543132654,1.0,0.9824561403508772,0.0,0.7027027027027026
171,0.36,0.253713543132654,1.0,0.9824561403508772,0.0,0.7027027027027026
172,0.36,0.253713543132654,1.0,0.9824561403508772,0.0,0.7027027027027026
173,0.36,0.253713543132654,1.0,0.9824561403508772,0.0056179775280898,0.7027027027027026
174,0.36,0.253713543132654,1.0,0.9824561403508772,0.0,0.7027027027027026
175,0.36,0.253713543132654,1.0,0.9824561403508772,0.0,0.7027027027027026
176,0.74,0.2823858548118041,0.0,0.987719298245614,0.0,0.9285714285714286
177,0.98,0.8273440087044651,0.6666666666666666,0.99438202247191,0.0035087719298245,0.9285714285714286
178,1.0,0.7578963286659172,0.5,0.99438202247191,0.0,0.8495575221238937
179,0.98,0.7475921924217788,0.6666666666666666,0.99438202247191,0.0070175438596491,0.9142857142857144
180,0.78,0.2391119703271249,0.0,0.9842105263157894,0.0,0.7741935483870969
181,0.98,0.7633294203803102,1.0,0.99438202247191,0.0070175438596491,0.8
182,1.0,0.1841996217117754,1.0,0.9982456140350876,0.0056179775280898,0.896551724137931
183,0.9,0.2373556228636477,0.5,0.9964912280701754,0.0,0.8648648648648649
184,0.9,0.4311394953196436,0.0,0.980701754385965,0.0,0.8037383177570093
185,0.96,0.1830548350130354,0.0,0.9859649122807016,0.0,1.0
186,0.74,0.2440554429439344,0.0,0.9912280701754386,0.0,0.9285714285714286
187,1.0,0.2417554734718157,1.0,0.9982456140350876,0.0112359550561797,0.8571428571428572
188,0.98,0.2366705796196898,0.0,0.9982456140350876,0.0056179775280898,0.8
189,0.92,0.5142093904258621,0.0,0.9964912280701754,0.0,0.8514851485148516
190,1.0,0.7586066723691818,1.0,0.99438202247191,0.0052631578947368,0.8648648648648649
191,0.72,0.2664234890109727,0.0,0.987719298245614,0.0,0.979591836734694
192,0.72,0.2664234890109727,0.0,0.987719298245614,0.0,0.979591836734694
193,0.9,0.2373556228636477,1.0,0.9964912280701754,0.0056179775280898,0.8648648648648649
194,0.74,0.3281051624226336,0.0,0.9929824561403509,0.0,0.9285714285714286
195,0.92,0.2440264603087418,0.0,0.9912280701754386,0.0,0.7272727272727273
196,1.0,0.7606362944473222,1.0,0.99438202247191,0.0035087719298245,0.9696969696969696
197,0.98,0.7521347621753072,1.0,0.99438202247191,0.0087719298245614,0.8888888888888888
198,0.92,0.2492869416546761,0.0,0.987719298245614,0.0,0.9696969696969696
199,0.74,0.19674862808095,0.0,0.9824561403508772,0.0,0.9285714285714286
200,0.88,0.2772498097411784,0.0,0.9859649122807016,0.0,0.9504950495049505
201,0.72,0.2463078727233433,0.0,0.9719298245614036,0.0,0.979591836734694
202,0.72,0.2621092262857706,0.25,0.9964912280701754,0.0,0.9230769230769232
203,1.0,0.7716074863002227,1.0,0.99438202247191,0.0017543859649122,0.787878787878788
204,0.72,0.2621092262857706,1.0,0.9964912280701754,0.0,0.9230769230769232
205,0.74,0.242159016613618,0.0,0.9929824561403509,0.0,0.9285714285714286
206,0.74,0.1841436033973996,0.0,0.9842105263157894,0.0,0.9285714285714286
207,0.92,0.2438665320365542,0.0,0.9947368421052633,0.0,0.7384615384615385
208,0.84,0.2498428381730298,0.0,0.980701754385965,0.0,0.7868852459016392
209,0.74,0.1839844572019637,0.0,0.9842105263157894,0.0,0.9285714285714286
210,0.96,0.1717525239713765,0.25,0.9964912280701754,0.0,0.9285714285714286
211,0.3199999999999999,0.2503207922575892,1.0,0.9964912280701754,0.0,0.7428571428571428
212,0.3199999999999999,0.2503207922575892,1.0,0.9964912280701754,0.0,0.7428571428571428
213,0.3199999999999999,0.2503207922575892,1.0,0.9982456140350876,0.0,0.7428571428571428
214,0.3199999999999999,0.2503207922575892,1.0,0.9982456140350876,0.0449438202247191,0.7428571428571428
215,0.3199999999999999,0.2503207922575892,1.0,0.9964912280701754,0.0,0.7428571428571428
216,0.3199999999999999,0.7496792077424108,0.0,0.99438202247191,0.0,0.7428571428571428
217,0.3199999999999999,0.2503207922575892,1.0,0.9964912280701754,0.0,0.7428571428571428
218,0.3199999999999999,0.2503207922575892,1.0,0.9964912280701754,0.0,0.7428571428571428
219,0.3199999999999999,0.2503207922575892,1.0,0.9964912280701754,0.0,0.7428571428571428
220,0.3199999999999999,0.2503207922575892,1.0,0.9964912280701754,0.0,0.7428571428571428
221,0.3199999999999999,0.2503207922575892,1.0,0.9964912280701754,0.0,0.7428571428571428
222,0.3199999999999999,0.7496792077424108,0.0,0.99438202247191,0.0,0.7428571428571428
223,0.3199999999999999,0.7496792077424108,0.0,0.99438202247191,0.0,0.7428571428571428
224,0.3199999999999999,0.2503207922575892,1.0,0.9964912280701754,0.0,0.7428571428571428
225,0.3199999999999999,0.7496792077424108,0.0,0.99438202247191,0.0052631578947368,0.7428571428571428
226,0.3199999999999999,0.7496792077424108,0.0,0.99438202247191,0.0421052631578947,0.7428571428571428
227,0.3199999999999999,0.2503207922575892,1.0,0.9964912280701754,0.0,0.7428571428571428
228,0.78,0.2353631238827295,0.5,0.9982456140350876,0.0056179775280898,0.7868852459016392
229,0.3199999999999999,0.2503207922575892,1.0,0.9982456140350876,0.0,0.7428571428571428
230,0.3199999999999999,0.2503207922575892,1.0,0.9964912280701754,0.0,0.7428571428571428
231,0.3199999999999999,0.2503207922575892,1.0,0.9964912280701754,0.0,0.7428571428571428
232,0.3199999999999999,0.7496792077424108,0.0,0.99438202247191,0.0,0.7428571428571428
233,0.3199999999999999,0.2503207922575892,1.0,0.9964912280701754,0.0,0.7428571428571428
234,1.0,0.2307922874204928,1.0,0.9982456140350876,0.0112359550561797,0.8971962616822429
235,0.74,0.1564140013848977,0.0,0.980701754385965,0.0,0.9629629629629632
236,0.88,0.3228779107853174,0.0,0.9929824561403509,0.0,0.8807339449541284
237,0.96,0.171713050752065,0.5,0.9964912280701754,0.0056179775280898,0.9285714285714286
238,0.92,0.2405782491576769,0.0,0.9894736842105264,0.0,0.7428571428571428
239,0.9,0.2340318219309168,1.0,0.9982456140350876,0.0,0.9320388349514565
240,0.88,0.2847712293047973,0.0,0.9894736842105264,0.0,0.9230769230769232
241,0.98,0.7444943839937695,0.5,0.9887640449438202,0.0035087719298245,0.979591836734694
242,0.98,0.5419730815622988,0.0,0.9947368421052633,0.0,0.9885057471264368
243,1.0,0.7648473363633904,1.0,0.99438202247191,0.0228070175438596,0.7933884297520662
244,1.0,0.469004219567641,1.0,0.99438202247191,0.0087719298245614,0.9285714285714286
245,0.92,0.1976282457085982,0.2,0.9912280701754386,0.0056179775280898,0.8666666666666667
246,1.0,0.2365127551420847,0.5,0.9982456140350876,0.0056179775280898,0.9600000000000002
247,0.74,0.3726155714376333,0.0,0.9894736842105264,0.0,0.9285714285714286
248,0.92,0.4121433199548518,0.0,0.987719298245614,0.0,0.8125
249,0.92,0.1740221570441366,0.125,0.9789473684210528,0.0,0.9285714285714286
250,0.92,0.1740221570441366,0.0,0.9789473684210528,0.0,0.9285714285714286
251,0.92,0.1740221570441366,0.0,0.9789473684210528,0.0,0.9285714285714286
252,0.84,0.2319144216449641,0.0,0.9894736842105264,0.0,0.7933884297520662
253,1.0,0.7872006664390508,1.0,0.99438202247191,0.0052631578947368,0.9285714285714286
254,0.98,0.8283343650344605,0.5,0.99438202247191,0.0087719298245614,0.9285714285714286
255,0.74,0.4058938345791274,0.0,0.987719298245614,0.0,0.9629629629629632
256,1.0,0.2356074351004271,0.3333333333333333,0.9982456140350876,0.0056179775280898,0.8648648648648649
257,0.8200000000000001,0.1438052932453803,0.0,0.980701754385965,0.0,0.896551724137931
258,1.0,0.1947540282658122,0.0,0.9929824561403509,0.0,0.9285714285714286
259,0.94,0.2344385144327686,0.5,0.9982456140350876,0.0,0.8135593220338984
260,0.74,0.3478437505516007,0.0,0.987719298245614,0.0,0.9629629629629632
261,1.0,0.2316424460892865,1.0,0.9982456140350876,0.0056179775280898,0.9142857142857144
262,0.98,0.5358373217065588,1.0,0.99438202247191,0.0052631578947368,0.9285714285714286
263,0.78,0.2428473375819306,0.0,0.9789473684210528,0.0,0.7804878048780488
264,1.0,0.7655294385690976,1.0,0.99438202247191,0.0070175438596491,0.8888888888888888
265,0.72,0.2294282082036058,0.0,0.9842105263157894,0.0,0.9230769230769232
266,1.0,0.7692518125117662,1.0,0.99438202247191,0.0052631578947368,0.9320388349514565
267,0.78,0.2422906735739011,0.0,0.9859649122807016,0.0,0.7804878048780488
268,0.98,0.2107329413549151,0.3333333333333333,0.9947368421052633,0.0,0.9600000000000002
269,0.72,0.2402136077215892,0.0,0.9824561403508772,0.0,0.7499999999999999
270,0.84,0.1514446931302144,1.0,0.9982456140350876,0.0056179775280898,1.0
271,0.8200000000000001,0.1954936068849735,0.0,0.9842105263157894,0.0,0.9056603773584908
272,0.96,0.137104606916826,0.0,0.9824561403508772,0.0,0.896551724137931
273,0.98,0.2191608480461683,0.0,0.9964912280701754,0.0,0.8125
274,0.72,0.2294282082036058,0.0,0.9842105263157894,0.0,0.9230769230769232
275,0.72,0.2294282082036058,0.0,0.9842105263157894,0.0,0.9230769230769232
276,1.0,0.2293126864061603,0.5,0.9982456140350876,0.0,0.9600000000000002
277,0.74,0.3525306540289459,0.0,0.987719298245614,0.0,0.9629629629629632
278,0.94,0.2326427937613076,0.0,0.9964912280701754,0.0,0.8571428571428572
279,0.98,0.5321849986441747,0.5,0.9982456140350876,0.0056179775280898,0.9629629629629632
280,0.98,0.209831237626948,0.5,0.9964912280701754,0.0056179775280898,0.9795918367346936
281,0.74,0.4993245521553744,0.3333333333333333,0.9947368421052633,0.0,0.9629629629629632
282,0.98,0.857314936197692,0.5,0.9887640449438202,0.0017543859649122,0.9629629629629632
283,0.74,0.1447081356943031,0.25,0.9964912280701754,0.0,0.9629629629629632
284,0.98,0.2087734574830209,0.5,0.9982456140350876,0.0056179775280898,0.8387096774193549
285,0.74,0.1748210277053725,0.0,0.9947368421052633,0.0,0.9285714285714286
286,1.0,0.1739492203835221,0.0,0.9842105263157894,0.0,0.9285714285714286
287,0.78,0.2394175824709344,0.0,0.9912280701754386,0.0,0.7804878048780488
288,1.0,0.8025853284334865,1.0,0.99438202247191,0.0087719298245614,0.8666666666666667
289,0.98,0.855449785068801,1.0,0.99438202247191,0.0175438596491228,0.9629629629629632
290,1.0,0.8576985543041687,1.0,0.99438202247191,0.0017543859649122,0.9629629629629632
291,0.98,0.8573700783367144,0.6666666666666666,0.9887640449438202,0.0017543859649122,0.9629629629629632
292,0.8200000000000001,0.2311849367581017,0.0,0.9929824561403509,0.0,1.0
293,0.96,0.1714589870523957,0.3333333333333333,0.9964912280701754,0.0,0.9285714285714286
294,0.74,0.1744144794878002,0.3333333333333333,0.9947368421052633,0.0,0.9285714285714286
295,0.74,0.1744144794878002,0.0,0.9947368421052633,0.0,0.9285714285714286
296,0.9,0.2171401831668986,0.0,0.9964912280701754,0.0,0.8275862068965518
297,0.98,0.144550214931199,0.0,0.9982456140350876,0.0056179775280898,0.9629629629629632
298,0.84,0.1436157240616071,0.0,0.9912280701754386,0.0,0.9629629629629632
299,0.84,0.1436157240616071,0.0,0.9912280701754386,0.0,0.9629629629629632
300,0.84,0.1436157240616071,0.0,0.9912280701754386,0.0,0.9629629629629632
301,0.84,0.1436157240616071,0.0,0.9912280701754386,0.0,0.9629629629629632
302,0.84,0.1436157240616071,0.0,0.9929824561403509,0.0056179775280898,0.9629629629629632
303,0.84,0.1436157240616071,0.0,0.9929824561403509,0.0,0.9629629629629632
304,1.0,0.2276388132105362,0.0,0.9964912280701754,0.0,0.979591836734694
305,0.74,0.1482804422096634,0.3333333333333333,0.9964912280701754,0.0,0.9629629629629632
306,1.0,0.826022708384485,1.0,0.99438202247191,0.0122807017543859,0.9285714285714286
307,0.72,0.2175363273484787,0.0,0.9929824561403509,0.0,0.8
308,0.84,0.1711131075383514,0.0,0.9771929824561404,0.0,0.9285714285714286
309,0.98,0.1293440499820614,0.5,0.9982456140350876,0.0056179775280898,0.896551724137931
310,1.0,0.1291581358084699,0.6666666666666666,0.9982456140350876,0.0,0.896551724137931
311,0.98,0.173747395300349,0.3333333333333333,0.9982456140350876,0.0056179775280898,0.9285714285714286
312,1.0,0.1738595022228798,0.3333333333333333,0.9947368421052633,0.0,0.9285714285714286
313,0.74,0.2107967862595895,0.0,0.9912280701754386,0.0,0.9629629629629632
314,0.96,0.2050835572001299,1.0,0.987719298245614,0.0,0.8666666666666667
315,0.96,0.2050835572001299,1.0,0.987719298245614,0.0,0.8666666666666667
316,0.88,0.2380041435611585,0.0,0.987719298245614,0.0,0.8205128205128205
317,0.84,0.1738023580874808,0.0,0.9947368421052633,0.0,0.9285714285714286
318,0.74,0.1424396964549923,0.6666666666666666,0.9964912280701754,0.0,0.9629629629629632
319,0.98,0.7791240893637392,1.0,0.99438202247191,0.0175438596491228,0.9285714285714286
320,0.88,0.1730134590149631,0.0,0.9947368421052633,0.0,0.9285714285714286
321,0.8200000000000001,0.4803353277220304,0.0,0.9929824561403509,0.0,0.9285714285714286
